run_id,status,batch_size,sample_ids,input_lens,output_lens,max_input_len,max_output_len,max_n_generated,batch_ttft_ms,batch_e2e_ms,error
24,OK,4,"[9030, 359, 5118, 376]","[27, 39, 9, 27]","[302, 1342, 258, 1705]",39,1705,1705,,18409.823,
25,OK,4,"[5676, 1602, 8969, 58]","[42, 49, 51, 35]","[1888, 651, 217, 475]",51,1888,1888,,20103.517,
26,OK,4,"[5961, 7839, 7431, 2240]","[22, 30, 27, 26]","[377, 835, 328, 927]",30,927,927,,9988.919,
27,OK,4,"[1424, 2015, 1348, 3739]","[41, 32, 25, 10]","[178, 452, 2274, 348]",41,2274,2274,,24183.742,
28,OK,4,"[916, 874, 9049, 6812]","[39, 30, 51, 11]","[451, 245, 470, 585]",51,585,585,,6294.068,
29,OK,4,"[4879, 2268, 3226, 4029]","[17, 30, 19, 6]","[197, 558, 474, 454]",30,558,558,,6007.146,
30,OK,4,"[7649, 730, 762, 7892]","[51, 32, 64, 44]","[1003, 272, 209, 1626]",64,1626,1626,,17424.303,
31,OK,4,"[9036, 9937, 3505, 962]","[13, 26, 22, 36]","[287, 280, 1407, 928]",36,1407,1407,,15060.036,
32,OK,4,"[7347, 3145, 7825, 9803]","[21, 8, 18, 36]","[426, 1174, 591, 597]",36,1174,1174,,12529.42,
33,OK,4,"[895, 4795, 4614, 9573]","[57, 39, 52, 12]","[211, 1175, 1095, 1367]",57,1367,1367,,14874.128,
34,OK,4,"[9262, 6005, 1925, 4033]","[58, 43, 60, 8]","[486, 448, 846, 428]",60,846,846,,9051.248,
35,OK,4,"[5964, 1124, 2206, 2336]","[62, 16, 23, 14]","[251, 404, 398, 679]",62,679,679,,7255.183,
36,OK,4,"[4405, 5453, 9959, 9140]","[57, 16, 40, 20]","[390, 270, 402, 2259]",57,2259,2259,,24020.059,
37,OK,4,"[4424, 740, 8862, 2656]","[41, 10, 42, 45]","[632, 1114, 619, 255]",45,1114,1114,,11916.031,
38,OK,4,"[2974, 2958, 525, 6647]","[41, 18, 25, 25]","[584, 576, 204, 1130]",41,1130,1130,,12059.128,
39,OK,4,"[494, 3194, 519, 550]","[40, 64, 61, 36]","[667, 521, 1529, 842]",64,1529,1529,,16398.651,
40,OK,4,"[4090, 658, 6362, 473]","[11, 19, 10, 33]","[429, 588, 1062, 952]",33,1062,1062,,11487.559,
41,OK,4,"[3564, 6252, 4287, 3317]","[17, 54, 48, 75]","[1173, 650, 1023, 1084]",75,1173,1173,,12805.721,
42,OK,4,"[4717, 1971, 3524, 8630]","[12, 22, 34, 33]","[256, 433, 847, 287]",34,847,847,,9012.206,
43,OK,4,"[1719, 7331, 4500, 5423]","[46, 18, 20, 42]","[962, 1051, 164, 1294]",46,1294,1294,,14028.406,
44,OK,4,"[4808, 8553, 4628, 42]","[55, 33, 8, 20]","[369, 334, 638, 424]",55,638,638,,6834.944,
45,OK,4,"[6742, 16, 2259, 7758]","[36, 41, 13, 37]","[864, 650, 1367, 621]",41,1367,1367,,14692.851,
46,OK,4,"[3008, 8092, 2749, 8184]","[10, 45, 33, 30]","[1391, 321, 553, 486]",45,1391,1391,,14783.55,
47,OK,4,"[6401, 8386, 4578, 960]","[30, 31, 19, 48]","[2113, 2144, 709, 824]",48,2144,2144,,23588.804,
48,OK,4,"[7097, 5268, 779, 2351]","[42, 14, 13, 60]","[2242, 513, 1354, 838]",60,2242,2242,,24275.598,
49,OK,4,"[1861, 7904, 3626, 6066]","[15, 36, 36, 10]","[274, 716, 1925, 617]",36,1925,1925,,20552.423,
