run_id,sample_id,input_len,output_len
8,7912,10,303
8,6839,125,55
8,9287,292,171
8,2647,72,767
8,9722,1384,1
8,804,13,233
8,3326,56,35
8,2663,6,111
8,1112,67,678
8,2347,9,10
8,8199,19,357
8,1029,441,3
8,3982,135,305
8,3213,7,173
8,1384,23,703
8,1110,35,32
8,2906,50,286
8,7137,409,212
8,9794,2,695
8,1118,112,435
8,2627,19,376
8,8355,784,633
8,8324,8,112
8,3655,9,315
8,9173,9,52
8,4760,1,442
8,8330,11,269
8,9372,18,433
8,5484,28,397
8,7739,19,326
9,1805,2,580
9,912,5,88
9,3526,9,293
9,8847,97,115
9,4569,66,709
9,2964,8,501
9,1908,7,27
9,1888,205,46
9,1777,18,282
9,3778,5,126
9,1864,9,527
9,6695,22,176
9,1992,34,677
9,884,11,90
9,7089,5,350
9,9227,21,670
9,3160,21,452
9,2585,15,85
9,5338,98,45
9,534,81,605
9,8478,81,385
9,9857,518,126
9,3765,26,411
9,1928,23,608
9,4750,5,229
9,7259,12,9
9,4693,363,705
9,2056,156,391
9,4100,3,36
9,2619,19,74
9,4179,8,165
9,1735,23,481
10,843,6,32
10,3727,13,99
10,7812,3,222
10,5342,863,146
10,9198,170,138
10,4252,52,546
10,155,8,333
10,8208,6,381
10,8798,2,426
10,2125,35,609
10,1105,15,338
10,7778,13,512
10,6607,156,261
10,1818,183,641
10,6998,442,363
10,2016,24,73
10,7638,73,249
10,3488,31,269
10,5605,1,769
10,3789,19,280
10,5213,111,299
10,7415,57,436
10,8455,22,243
10,8178,9,169
10,9462,1011,175
10,56,268,593
10,6769,25,373
10,5887,11,238
10,7701,1165,13
10,9266,12,189
10,5266,20,770
10,7657,8,283
11,9957,25,280
11,2053,3,86
11,8432,1032,49
11,1779,7,254
11,8143,12,75
11,6213,4,236
11,6463,39,526
11,4668,2,189
11,7260,15,145
11,6945,69,506
11,2092,89,685
11,8155,32,554
11,888,44,251
11,3023,1385,67
11,7444,22,130
11,7477,660,26
11,708,9,721
11,5169,938,219
11,1843,29,277
11,3865,46,345
11,8949,10,288
11,3048,48,769
11,4119,4,103
11,8716,76,525
11,6180,14,778
11,2381,20,51
11,9763,764,31
11,4875,6,191
11,6317,8,333
11,6901,108,315
11,1007,326,484
11,5257,7,229
12,1765,63,271
12,5026,65,1482
12,1858,42,52
12,183,55,2
12,3470,1,9
12,7248,127,334
12,5339,33,246
12,9658,18,295
12,9771,101,151
12,3410,15,288
12,4223,3,88
12,67,1,337
12,9787,10,74
12,6992,35,543
12,8865,29,368
12,2487,1,770
12,4098,32,226
12,7301,63,601
12,8811,2,598
12,3546,16,337
12,5413,19,275
12,2356,9,330
12,9332,112,234
12,7342,21,209
12,5216,71,107
12,695,4,604
12,2061,77,518
12,8821,652,284
12,984,25,162
12,8238,31,90
12,9213,90,389
12,1705,143,334
13,7145,13,249
13,8468,1,9
13,252,125,718
13,1933,9,292
13,893,636,504
13,4516,60,544
13,9535,1992,224
13,5690,14,353
13,7764,10,76
13,717,15,35
13,8961,119,132
13,9147,4,13
13,9662,13,556
13,2075,1,9
13,9236,118,293
13,8804,10,382
13,6766,4,224
13,2492,11,521
13,109,8,167
13,7453,11,176
13,4371,41,200
13,5673,30,484
13,645,28,344
13,2242,2805,3
13,6848,61,424
13,3280,159,581
13,254,20,352
13,4250,1215,144
13,3772,49,246
13,8761,12,164
13,796,120,57
13,1389,24,701
14,8815,34,659
14,7557,38,110
14,2827,35,201
14,3898,11,323
14,4548,83,733
14,8245,668,195
14,4722,7,156
14,2675,118,306
14,8743,1425,334
14,468,89,460
14,8322,2496,773
14,6952,24,500
14,3366,30,39
14,3346,10,168
14,4825,14,432
14,6359,10,238
14,1788,7,105
14,9025,1282,294
14,9495,124,277
14,1559,14,208
14,126,83,198
14,7383,16,770
14,8472,5,166
14,1659,498,48
14,1313,4,350
14,6876,11,180
14,1090,24,349
14,968,16,172
14,6938,1094,498
14,334,495,306
14,7256,18,297
14,8586,30,190
15,2444,26,535
15,2498,196,84
15,5270,30,41
15,4082,66,254
15,2149,2,13
15,3438,60,494
15,7867,15,8
15,8388,92,424
15,7816,12,216
15,5494,1714,151
15,8835,3,271
15,9186,901,173
15,7874,12,21
15,7275,77,327
15,8113,24,198
15,7681,31,321
15,2408,107,329
15,3089,28,117
15,2780,214,650
15,3492,58,382
15,8480,8,500
15,193,48,572
15,6330,4,481
15,397,1819,494
15,1060,91,375
15,3656,23,212
15,6918,25,582
15,4734,25,306
15,2649,5,2
15,7029,17,302
15,7754,20,92
15,6350,10,356
16,2543,242,769
16,8230,2204,22
16,490,80,260
16,6728,123,103
16,2777,362,67
16,7433,11,477
16,9068,20,226
16,990,13,286
16,5359,83,678
16,1757,69,768
16,4056,74,370
16,3338,18,368
16,1081,111,670
16,7875,20,303
16,1181,7,88
16,3588,154,365
16,3424,3,16
16,3282,53,360
16,7010,1,499
16,1831,9,43
16,6643,3498,598
16,517,1963,143
16,1253,12,26
16,9818,12,338
16,4529,24,317
16,738,40,558
16,9805,13,205
16,6716,33,469
16,6761,177,293
16,2366,20,436
16,2309,13,653
16,2423,12,94
17,2475,3,113
17,2180,19,300
17,8060,157,269
17,2936,6,290
17,7198,8,472
17,8079,5825,341
17,9044,20,769
17,1611,61,215
17,296,13,497
17,2169,159,98
17,4419,14,560
17,6585,14,207
17,231,1609,122
17,7614,6,91
17,1940,7,55
17,3893,39,558
17,1329,19,394
17,7760,28,510
17,280,4,104
17,5612,78,313
17,5792,825,135
17,7032,76,95
17,4350,49,183
17,4022,90,56
17,3237,105,547
17,4920,26,408
17,2560,15,164
17,2869,1,768
17,5335,42,41
17,4550,15,209
17,8267,2975,164
17,8426,26,770
18,7292,64,55
18,2587,1115,205
18,970,82,746
18,2346,2673,214
18,3735,3,213
18,5999,23,22
18,5450,287,299
18,7018,10,53
18,3794,45,767
18,4451,21,341
18,7725,243,467
18,3740,28,31
18,4567,86,446
18,6448,13,34
18,2565,17,530
18,6539,771,1
18,3443,6,37
18,4436,27,208
18,9053,11,182
18,4756,2763,269
18,6427,71,434
18,1426,5,101
18,8745,219,410
18,6306,10,767
18,1306,79,309
18,8000,10,105
18,8859,20,253
18,7728,12,257
18,8976,35,252
18,2413,6,162
18,5929,61,87
18,3654,205,292
19,5798,3,39
19,5238,198,300
19,5712,31,74
19,2947,684,252
19,4492,13,192
19,1519,16,266
19,8786,10,303
19,4201,10,258
19,4488,15,178
19,6087,25,233
19,8860,6,161
19,2455,25,80
19,5934,28,47
19,9283,1099,260
19,9556,14,188
19,5903,120,602
19,1937,11,396
19,4855,39,120
19,7937,13,414
19,3256,33,59
19,8197,25,227
19,1104,53,362
19,7548,7,55
19,2009,21,53
19,2243,15,193
19,7709,15,673
19,7842,30,207
19,69,10,395
19,9249,1,423
19,2401,2,33
19,1653,15,101
19,9468,28,574
20,3132,139,433
20,4678,27,324
20,9518,24,601
20,5512,14,458
20,5470,15,749
20,4817,23,769
20,9083,11,212
20,2878,36,85
20,7740,15,262
20,7992,5,416
20,6112,31,637
20,8620,164,169
20,5547,162,266
20,5347,13,3
20,451,17,43
20,6724,24,510
20,1739,232,161
20,8340,12,365
20,3211,70,267
20,9736,18,165
20,250,91,196
20,3288,16,170
20,8415,10,239
20,9416,220,448
20,5275,25,492
20,8046,9,407
20,7157,13,90
20,2418,33,631
20,4411,9,196
20,5251,3,366
20,1832,15,156
20,8189,6,126
21,6283,2,9
21,6414,246,35
21,9674,14,115
21,6814,6,139
21,5554,46,579
21,6939,329,140
21,5674,6,411
21,6974,261,378
21,14,248,120
21,4088,13,764
21,2755,9,289
21,364,6,558
21,3045,25,306
21,5821,75,52
21,7015,42,295
21,2957,21,717
21,7888,279,1
21,2750,1906,629
21,9375,69,40
21,1334,16,285
21,3688,5,118
21,1067,20,167
21,2797,13,274
21,8145,1386,102
21,4046,3,13
21,9119,13,464
21,1887,97,708
21,8914,16,95
21,6462,9,36
21,9539,270,201
21,2485,39,237
21,1872,7,387
22,9071,7,238
22,1536,19,12
22,5164,10,336
22,8696,48,496
22,7509,16,513
22,8676,4,712
22,7814,96,437
22,5336,78,359
22,9820,27,238
22,234,7,767
22,3783,33,1
22,1488,17,61
22,7296,7,145
22,2013,12,198
22,680,4,221
22,798,1402,766
22,866,122,274
22,2142,9,570
22,4703,14,283
22,3812,25,36
22,3649,18,468
22,4007,14,769
22,7970,198,173
22,1399,11,28
22,1855,13,166
22,4564,145,230
22,6460,12,353
22,1296,41,428
22,9006,49,382
22,1249,10,231
22,4631,59,267
22,4719,1218,312
23,3604,17,175
23,5739,381,748
23,6969,2,235
23,4950,139,713
23,7622,100,42
23,4164,293,132
23,8633,113,121
23,5657,121,183
23,1373,9,399
23,3031,9,306
23,5469,10,143
23,5159,177,301
23,5506,16,197
23,5426,3,38
23,9976,24,254
23,2308,84,633
23,9526,90,767
23,3595,75,51
23,8080,40,287
23,7203,38,164
23,2330,2,9
23,8919,32,250
23,255,20,433
23,2814,84,533
23,2822,48,322
23,4013,13,197
23,6730,79,1
23,6745,9,236
23,5683,12,355
23,8863,195,184
23,483,30,228
23,4416,692,475
24,469,26,769
24,3660,596,765
24,7609,131,296
24,9142,134,172
24,4306,16,101
24,7070,23,652
24,4824,98,363
24,3910,26,617
24,9511,10,82
24,9908,7,328
24,6832,219,732
24,1565,981,434
24,1906,27,768
24,1985,9,314
24,9368,31,767
24,6091,691,98
24,8635,36,246
24,6790,6,137
24,2894,44,588
24,9284,194,249
24,6369,6,29
24,3509,6,44
24,1481,16,104
24,7811,28,222
24,825,65,10
24,348,38,31
24,5016,17,777
24,1528,2,369
24,5878,488,311
24,1309,6,576
24,3044,10,621
24,1917,2,417
25,1712,6,201
25,8547,3,190
25,6959,2,9
25,6990,24,437
25,8573,2607,254
25,2496,12,390
25,1279,128,387
25,3773,11,208
25,1809,97,574
25,8170,36,99
25,8941,18,433
25,408,7,336
25,2513,9,451
25,5718,22,110
25,1019,100,181
25,3565,25,383
25,4782,31,470
25,2711,17,476
25,9954,40,615
25,7009,8,85
25,2464,882,108
25,8820,19,747
25,7779,6,213
25,8957,65,99
25,9214,42,388
25,2414,4,757
25,2596,25,247
25,5895,58,398
25,2508,25,479
25,3421,117,236
25,6972,123,329
25,4709,6,432
26,5883,20,172
26,7036,53,129
26,9176,6,95
26,1760,68,326
26,7707,21,167
26,6055,5,108
26,8316,6,452
26,8195,11,284
26,9400,26,247
26,3515,9,229
26,9304,30,313
26,8901,507,585
26,371,14,165
26,7840,25,456
26,8233,17,759
26,8183,122,70
26,749,10,767
26,389,32,163
26,9039,8,454
26,3391,76,211
26,8309,1,744
26,1043,5,263
26,3589,662,241
26,4240,160,766
26,9149,29,769
26,9917,1572,3
26,6531,1159,570
26,5833,23,339
26,4518,42,503
26,3673,40,21
26,492,6,48
26,3449,14,43
27,3868,28,410
27,278,56,329
27,8752,6,152
27,7493,11,326
27,3698,12,271
27,203,11,350
27,3239,83,127
27,5246,13,350
27,3020,11,594
27,8789,586,315
27,8645,15,62
27,5461,589,9
27,8327,8,318
27,4298,1,9
27,1168,553,272
27,8037,14,273
27,2284,7,245
27,6129,8,419
27,9780,2062,227
27,4356,20,769
27,7482,3,767
27,8169,22,297
27,404,1535,28
27,5241,227,670
27,7254,29,273
27,5374,5,769
27,9398,93,523
27,9760,131,243
27,7178,11,61
27,506,21,192
27,7317,12,261
27,5206,4,133
28,1582,17,356
28,3457,18,433
28,3931,10,299
28,8638,19,205
28,4799,14,266
28,5115,1025,1
28,1790,345,169
28,6870,112,355
28,4826,1163,116
28,6355,10,33
28,5008,27,612
28,7030,7,770
28,6534,1,136
28,7156,5,181
28,6591,70,118
28,9050,4,67
28,8813,171,424
28,4828,45,36
28,4749,342,61
28,9316,16,208
28,7505,13,376
28,3498,13,73
28,6750,120,744
28,3117,9,26
28,535,63,374
28,1378,35,95
28,8469,21,617
28,6076,41,368
28,1158,50,348
28,7099,11,32
28,387,3,61
28,1391,16,106
29,5126,5,292
29,9497,316,450
29,1257,8,314
29,1427,11,316
29,8449,4,593
29,3404,15,120
29,7141,8,294
29,5301,14,296
29,6389,12,272
29,5636,236,769
29,2342,11,561
29,422,21,90
29,5062,87,174
29,444,11,86
29,5948,18,436
29,7798,83,240
29,5862,13,214
29,1022,43,334
29,4800,68,275
29,9201,10,640
29,2903,15,385
29,8868,1497,299
29,5356,5,336
29,4871,136,509
29,2725,27,42
29,6481,15,326
29,885,13,400
29,158,41,118
29,507,16,14
29,2272,50,339
29,6773,7,608
29,7580,12,255
30,839,32,362
30,7115,23,258
30,5398,13,81
30,9034,24,627
30,5204,15,213
30,6408,19,527
30,7469,312,190
30,2159,9,300
30,7953,7,30
30,5572,1,9
30,7815,675,202
30,5779,18,629
30,8326,13,298
30,3665,36,237
30,7276,60,193
30,9165,13,116
30,9305,12,288
30,4615,8,190
30,1581,521,388
30,4645,119,319
30,7320,6,300
30,4940,28,276
30,1443,16,280
30,4006,27,224
30,7661,7,250
30,9798,58,320
30,8003,138,688
30,2375,97,374
30,6143,56,302
30,8139,119,551
30,1416,10,487
30,7095,359,278
31,1201,277,767
31,3671,445,304
31,5271,42,549
31,2920,23,176
31,6218,456,3
31,1362,18,740
31,5594,6,128
31,3343,4,413
31,8654,1115,325
31,8680,50,214
31,4438,22,319
31,3659,3,481
31,7853,12,198
31,3231,36,35
31,1994,1,9
31,4981,8,535
31,9806,10,45
31,9135,7,592
31,4069,16,514
31,924,77,358
31,1621,211,604
31,4560,382,184
31,178,87,1
31,6345,10,221
31,9499,14,489
31,8219,131,533
31,3674,11,701
31,195,14,106
31,5600,14,167
31,8971,93,486
31,9239,15,97
31,8766,90,205
32,7215,22,227
32,1353,22,261
32,9043,128,170
32,7802,887,586
32,6356,4,348
32,8852,2511,176
32,2917,52,721
32,2667,82,565
32,253,28,346
32,6449,2,59
32,3708,524,354
32,8515,8,124
32,5229,67,446
32,38,3,638
32,7096,8,27
32,6721,14,141
32,2062,817,340
32,8397,14,17
32,8510,11,414
32,2768,2,238
32,3897,26,236
32,3605,80,286
32,4470,14,609
32,6820,1092,215
32,5055,23,95
32,7353,69,379
32,3116,1730,625
32,1585,352,99
32,2373,16,211
32,2071,6,276
32,4340,21,317
32,9472,13,240
33,1072,27,32
33,3377,17,289
33,9981,750,183
33,4993,20,81
33,7470,7,602
33,4744,1683,121
33,7669,79,529
33,8959,22,199
33,17,25,198
33,8601,30,130
33,1094,51,208
33,5274,21,236
33,1665,516,139
33,1982,97,3
33,3501,15,24
33,6170,13,249
33,4585,305,93
33,8144,2,9
33,3965,1,9
33,5548,14,493
33,2828,39,236
33,1294,15,351
33,8179,106,4
33,3620,950,769
33,951,66,668
33,1472,9,127
33,407,12,116
33,5004,50,239
33,9828,66,301
33,2705,25,179
33,8529,16,170
33,6914,7,128
34,1106,83,475
34,8402,20,286
34,4669,751,356
34,8013,28,517
34,7024,16,179
34,556,16,199
34,4074,444,246
34,2055,13,306
34,1553,34,288
34,6971,21,429
34,5045,22,247
34,2254,21,298
34,7978,16,49
34,9127,3,284
34,9366,41,65
34,5295,7,335
34,245,35,51
34,3627,13,374
34,7766,20,394
34,7501,302,148
34,6088,968,407
34,2629,27,592
34,9783,724,287
34,2502,624,721
34,333,289,534
34,8933,1637,271
34,2199,10,87
34,4877,72,208
34,4134,20,289
34,8943,18,742
34,6865,17,428
34,8271,1,341
35,7964,105,74
35,3736,14,319
35,6826,29,44
35,8658,5,48
35,1967,242,156
35,3472,25,267
35,4219,9,358
35,1387,13,166
35,7318,622,353
35,9881,15,170
35,3818,19,252
35,9569,1211,240
35,5530,30,466
35,7210,196,627
35,7666,1,37
35,2251,41,596
35,7106,7,78
35,6589,9,417
35,3672,8,78
35,4893,16,28
35,285,9,114
35,1091,50,328
35,5595,26,216
35,9489,40,96
35,8131,5,162
35,8686,12,97
35,7273,12,113
35,4644,28,23
35,9746,46,498
35,1092,24,153
35,4468,27,289
35,9717,9,408
36,3945,11,293
36,4973,2,768
36,6212,1,421
36,6499,26,1
36,5473,280,1548
36,1366,110,206
36,32,7,330
36,7724,1984,420
36,46,34,409
36,4368,1493,224
36,1725,44,31
36,8282,24,492
36,7630,104,88
36,7274,14,519
36,9089,22,312
36,1420,13,274
36,8454,9,767
36,2536,26,270
36,2941,774,142
36,7000,1545,334
36,1580,90,296
36,8617,1136,150
36,1632,9,17
36,7596,25,439
36,1521,53,237
36,3003,8,31
36,617,2,10
36,5420,27,770
36,4891,36,512
36,6044,15,280
36,2135,41,170
36,6886,88,485
37,7335,23,19
37,8222,8,676
37,3961,12,392
37,5861,7,236
37,2101,12,209
37,1839,9,112
37,8247,32,442
37,3419,689,767
37,6994,15,26
37,7776,290,490
37,4369,113,108
37,3664,72,236
37,7921,91,92
37,6310,24,408
37,162,36,46
37,8970,13,783
37,3728,3,37
37,3648,13,258
37,6595,46,394
37,1028,220,364
37,7556,4,86
37,2271,10,90
37,5529,18,357
37,7244,44,248
37,9873,102,357
37,4336,202,257
37,1652,21,305
37,6114,509,431
37,3820,553,456
37,7456,36,317
37,903,22,130
37,85,11,312
38,2523,32,540
38,3379,115,118
38,8348,24,353
38,3053,16,350
38,9830,49,388
38,6094,111,283
38,3467,278,348
38,1604,1465,1
38,5899,24,34
38,9129,2493,309
38,8358,30,325
38,2992,72,501
38,6736,113,529
38,2692,1,9
38,6179,41,280
38,9023,11,248
38,7903,19,401
38,8488,8,139
38,1014,1555,43
38,4818,953,164
38,7195,287,431
38,2203,16,402
38,8040,21,23
38,5890,19,266
38,2931,26,220
38,8703,33,504
38,103,18,148
38,2810,19,206
38,7002,2502,531
38,119,50,118
38,9020,20,238
38,8342,27,56
39,1171,2,14
39,2956,15,252
39,4138,793,324
39,3766,4,256
39,7647,1,460
39,977,26,216
39,6982,13,78
39,7817,26,193
39,784,1,9
39,9776,31,295
39,1442,933,481
39,1164,11,11
39,8428,1456,173
39,9247,15,3
39,5376,75,431
39,6601,230,417
39,2863,1015,281
39,7545,27,493
39,5649,20,58
39,2325,17,37
39,6329,14,322
39,7027,12,185
39,4227,17,65
39,51,147,126
39,5831,25,201
39,2962,187,116
39,3890,1,298
39,8300,38,262
39,2654,1262,11
39,780,17,69
39,3225,10,566
39,8780,64,123
40,3485,7,184
40,1895,10,269
40,1192,216,119
40,148,10,238
40,8584,13,135
40,2997,1586,128
40,6758,79,225
40,4494,479,368
40,4064,8,266
40,3912,7,55
40,4797,29,155
40,4040,60,566
40,3329,45,134
40,59,150,263
40,807,43,65
40,9879,19,334
40,2804,12,660
40,3926,7,168
40,4587,3,1233
40,4437,7,306
40,1278,87,296
40,3918,6,111
40,6251,21,176
40,7801,30,505
40,898,1,9
40,5380,66,766
40,7367,41,142
40,8200,27,184
40,4944,4,314
40,2432,46,226
40,9558,9,262
40,426,774,424
41,7083,10,357
41,7734,404,101
41,9178,226,184
41,8395,1,421
41,7568,28,393
41,9486,33,572
41,2453,1807,260
41,8808,14,309
41,8224,38,78
41,9926,9,239
41,1438,3,45
41,7416,29,723
41,5218,32,357
41,1753,24,143
41,4148,17,767
41,2451,11,203
41,3131,22,341
41,3758,10,11
41,41,20,255
41,2963,23,225
41,2384,19,148
41,7503,1,17
41,4150,11,95
41,1228,22,164
41,9914,4,400
41,3321,26,730
41,2415,405,101
41,8891,13,395
41,3775,67,657
41,847,106,448
41,8689,263,177
41,9750,64,297
42,2591,871,165
42,2959,20,762
42,8110,1,114
42,2140,7,83
42,2616,497,80
42,9067,6,431
42,6625,1,129
42,7289,85,725
42,5563,160,470
42,5830,18,312
42,3289,139,160
42,1173,181,128
42,5749,276,305
42,1097,39,316
42,1964,42,427
42,1921,69,756
42,2059,8,114
42,1672,29,258
42,8665,33,70
42,6999,44,766
42,5553,102,609
42,7459,20,260
42,8094,1192,767
42,8882,1,528
42,2177,10,355
42,3441,131,326
42,5573,101,407
42,715,16,519
42,3834,2,277
42,6103,728,18
42,727,64,506
42,4482,2413,238
43,1460,8,80
43,2538,7,265
43,9421,6,412
43,1740,118,70
43,3341,55,227
43,1229,36,275
43,4311,19,187
43,9816,22,268
43,1518,3558,244
43,5577,13,282
43,9087,7,42
43,1390,141,156
43,3636,897,20
43,8130,75,84
43,4133,10,191
43,6277,8,316
43,7700,159,273
43,4555,1,767
43,4837,3,499
43,4152,22,103
43,2540,1714,345
43,1545,19,200
43,1103,24,321
43,3468,31,395
43,1063,11,97
43,9059,1,626
43,2234,1666,336
43,2036,26,301
43,4667,200,14
43,2745,12,549
43,2031,19,35
43,7704,2,768
44,1089,20,202
44,8253,14,413
44,1478,11,107
44,2445,2,12
44,585,42,447
44,7031,12,173
44,5067,8,322
44,8903,90,262
44,2184,31,56
44,2104,6,97
44,6819,2,116
44,5952,9,204
44,4304,31,18
44,5750,348,138
44,4,8,76
44,8044,25,16
44,1803,206,767
44,5231,71,504
44,9700,29,588
44,803,342,277
44,9340,3,592
44,8152,141,548
44,1344,34,331
44,1494,7,58
44,2017,605,225
44,1400,21,363
44,1202,6,133
44,9758,10,279
44,5943,9,149
44,7857,148,123
44,6633,53,399
44,2110,10,105
45,4421,107,206
45,1070,33,346
45,2812,1361,291
45,9448,7,192
45,4094,17,454
45,3295,5,404
45,2955,7,234
45,9861,11,138
45,1576,18,284
45,7196,5,144
45,8833,1,28
45,9523,6,234
45,2975,11,333
45,760,1,9
45,2349,26,166
45,4280,22,307
45,901,13,453
45,4341,28,87
45,1440,6,169
45,2699,61,290
45,5702,76,193
45,7377,11,160
45,1133,15,279
45,6327,189,270
45,2703,39,141
45,7686,128,1077
45,8006,30,303
45,7667,47,410
45,3577,5,526
45,1337,2067,111
45,7237,448,133
45,791,6084,277
46,7527,68,292
46,3678,403,103
46,6290,65,198
46,3777,2,334
46,1551,203,358
46,6903,286,566
46,1856,77,58
46,8795,99,426
46,5114,4,40
46,6032,84,317
46,4819,160,767
46,4160,177,140
46,2112,6,263
46,2846,12,490
46,7147,79,63
46,9594,45,767
46,7142,3338,121
46,5720,1,9
46,1853,10,109
46,1610,58,253
46,8481,13,88
46,573,24,204
46,7803,9,193
46,8967,14,295
46,7823,34,385
46,4780,56,413
46,1634,12,319
46,6632,1,9
46,1680,16,451
46,5617,36,446
46,2833,19,240
46,6106,719,6
47,1032,115,581
47,3516,37,331
47,7742,20,524
47,2773,6,38
47,9800,1347,280
47,3482,31,146
47,2160,5,787
47,7793,13,334
47,9943,69,190
47,68,10,207
47,9555,96,646
47,8893,26,364
47,1203,30,505
47,3406,8,571
47,1137,33,410
47,2288,16,398
47,2796,30,479
47,2099,33,331
47,2317,719,58
47,8803,24,258
47,1819,13,234
47,2661,509,254
47,3645,13,455
47,4390,8,202
47,8159,1416,767
47,9100,561,203
47,1244,7,302
47,3033,77,142
47,2680,71,291
47,4971,35,276
47,9265,13,589
47,7227,25,261
48,8552,11,443
48,4860,14,71
48,4132,11,316
48,4980,2,663
48,5870,5,769
48,5631,17,249
48,2919,657,485
48,8026,111,321
48,8043,84,76
48,9659,108,263
48,3290,7,280
48,9449,37,193
48,4382,2,9
48,5258,15,101
48,4676,380,190
48,5854,32,338
48,2341,14,295
48,7067,28,767
48,9525,50,306
48,1496,20,111
48,8150,41,157
48,3479,43,38
48,260,16,232
