run_id,sample_id,input_len,output_len
18,9088,6731,315
18,5966,5228,211
18,8071,5127,102
18,4168,1851,98
18,8015,4612,158
18,1802,3981,204
18,3973,5405,51
18,3701,1481,42
18,8160,6650,108
18,6458,6946,174
18,3537,1175,160
18,9409,900,206
18,1924,3194,128
18,9860,4375,177
18,1174,7060,164
18,3872,7206,160
18,4523,3119,55
18,7271,7123,343
18,3487,3317,197
18,3533,7576,261
18,456,5836,202
18,512,6533,153
18,7406,2829,219
18,8192,6009,196
18,7591,3871,268
18,4039,6003,151
18,7890,7136,267
19,5058,6482,224
19,8047,2955,201
19,610,5296,362
19,7546,3004,247
19,8589,3357,251
19,5839,3764,315
19,1144,4290,159
19,4247,5274,170
19,2735,6329,253
19,429,5498,141
19,8950,2108,102
19,2569,4884,145
19,4043,6364,169
19,2999,4728,225
19,3567,1869,109
19,1987,1227,190
19,5039,5812,248
19,9738,3240,383
19,7572,3520,237
19,6042,4271,125
19,737,5754,116
19,2954,5541,324
19,5072,5064,111
19,9359,3696,429
19,1254,7280,206
19,5227,1166,82
19,9320,3377,216
19,8987,2565,157
19,5326,4372,310
19,3669,2218,79
19,6579,6165,196
19,7445,3000,472
20,5560,6699,115
20,88,1763,118
20,6738,5793,204
20,9066,1648,146
20,1918,6800,182
20,5819,3258,129
20,904,2454,31
20,6890,5526,153
20,5680,1951,193
20,8499,6660,168
20,9835,1973,176
20,8215,7554,491
20,6666,4431,140
20,5823,3724,74
20,3484,2919,383
20,7140,4716,192
20,6209,4485,360
20,8338,1764,72
20,5329,5006,114
20,659,7343,170
20,5,4061,200
20,1231,6922,158
20,4077,6486,100
20,664,6558,360
20,4937,2503,638
20,9235,4578,279
20,6897,4316,170
20,144,6689,119
20,7087,3403,107
20,742,1961,140
20,5497,2649,152
20,6871,6416,168
21,9683,6656,227
21,417,3376,232
21,8359,2831,87
21,5073,3116,253
21,4902,4462,85
21,5879,5426,195
21,6312,4571,177
21,8474,7569,167
21,328,6699,197
21,8487,5271,217
21,7022,3852,143
21,3107,5195,224
21,7908,3807,121
21,5986,640,146
21,9291,5526,225
21,8805,4979,105
21,9718,2615,234
21,8968,3430,363
21,9972,5985,112
21,8153,5520,275
21,4849,4630,209
21,8604,3573,95
21,5180,4344,187
21,8241,4994,220
21,8486,6205,135
21,7646,5798,369
21,2028,3346,94
21,4485,2217,76
21,3129,2587,48
21,6436,7754,272
21,6844,5155,390
21,4521,997,232
22,6781,4575,304
22,5410,7259,107
22,6183,5594,138
22,1657,5060,291
22,8048,6811,89
22,5763,4260,157
22,5851,3590,183
22,8017,3243,134
22,5138,1857,107
22,5892,4685,100
22,1708,3351,72
22,4658,6242,115
22,4093,5525,194
22,8362,4137,196
22,6030,4636,175
22,5842,6078,220
22,4597,4762,136
22,80,3836,141
22,4785,3944,196
22,3744,4383,683
22,156,5557,185
22,212,6020,149
22,8030,4596,82
22,237,5372,310
22,1969,5416,152
22,6266,6042,275
22,7732,1849,135
22,6727,5225,312
22,5197,4806,173
22,6558,4075,173
22,4317,5062,99
22,1896,4601,150
23,6260,1750,119
23,9245,5175,338
23,7495,5169,199
23,7188,3361,199
23,9153,5844,285
23,3271,5645,311
23,9855,7202,230
23,9973,6211,283
23,2246,3405,132
23,7120,2411,83
23,6440,4267,126
23,5691,2676,181
23,6043,2194,279
23,2219,2606,112
23,3075,6959,254
23,8945,3640,214
23,6185,2832,127
23,5029,1289,147
23,7797,3319,146
23,2741,5051,129
23,7936,1186,277
23,6377,4909,325
23,5077,4370,294
23,5485,2037,101
23,7862,1147,100
23,6155,5969,245
23,5643,2971,145
23,3570,6491,173
23,1501,5450,111
23,2467,4858,182
23,7044,4598,331
23,3177,4560,199
24,4771,6405,69
24,6748,7676,68
24,470,5429,140
24,7048,5460,164
24,7213,6206,144
24,8958,7210,119
24,2854,4153,104
24,965,2267,137
24,7972,1437,241
24,6115,3804,173
24,4899,6557,149
24,4674,7425,119
24,7449,7102,119
24,2411,5324,269
24,2433,5071,102
24,6122,6968,180
24,6776,7448,171
24,4679,5218,162
24,2295,4096,151
24,8787,6231,326
24,1312,5897,252
24,4284,6453,211
24,4596,2636,59
24,7807,2163,267
24,8610,7109,144
24,1881,5368,227
24,1266,7103,462
24,5478,3927,197
24,3383,7614,154
24,8563,7508,502
24,9150,6515,264
24,1415,5441,66
25,9364,6118,113
25,557,7812,285
25,578,5883,219
25,8063,4822,77
25,2795,4718,89
25,5613,5864,175
25,4976,2145,54
25,7653,6003,340
25,6187,3676,159
25,471,3258,135
25,7263,3363,153
25,4449,4426,160
25,31,2756,129
25,3539,3253,119
25,7129,6456,105
25,3593,3898,257
25,2584,3709,140
25,3582,5938,168
25,8840,5845,337
25,3227,6349,150
25,386,3182,217
25,3015,7455,67
25,6158,5096,187
25,3684,2106,162
25,816,6754,243
25,9428,3040,158
25,8352,4741,141
25,7422,4159,289
25,8577,6468,301
25,4999,7132,137
25,2926,4919,221
25,3013,6923,185
26,1476,2720,115
26,2307,3514,318
26,12,3842,97
26,987,1447,211
26,8539,4678,244
26,6021,6875,109
26,2406,2002,138
26,4103,5279,221
26,4351,3542,391
26,8890,4290,85
26,2880,2306,126
26,5220,6584,318
26,9117,1937,155
26,2244,4091,212
26,9167,6021,163
26,5515,3428,71
26,9418,1480,88
26,8190,6244,232
26,9480,3421,95
26,8537,4233,100
26,5797,7328,273
26,2303,4133,81
26,6097,4684,268
26,4862,2611,115
26,5806,3484,104
26,9751,2280,218
26,7935,6938,64
26,7483,3951,180
26,7334,3010,409
26,4539,1389,215
26,4216,5531,124
26,4952,3553,264
27,7567,4858,149
27,1636,3302,87
27,8485,3723,152
27,7598,6965,113
27,3518,3572,108
27,8385,3725,275
27,840,3382,222
27,1006,6414,147
27,873,3594,236
27,1074,7473,318
27,8562,3564,208
27,9238,7014,90
27,4174,4036,246
27,6964,3047,341
27,2516,2710,334
27,5389,3994,184
27,1445,6675,180
27,6121,4881,49
27,8536,3637,138
27,1100,2957,64
27,706,5168,182
27,1345,3998,132
27,4054,3113,363
27,2563,5304,146
27,9856,3111,117
27,1658,6856,99
27,1467,1577,235
27,2046,5351,124
27,2129,5814,206
27,5422,2985,85
27,8718,6506,166
27,9983,4853,166
28,1689,6753,149
28,8963,5207,278
28,1235,3356,122
28,5143,5482,254
28,9113,3096,181
28,7368,4978,298
28,7629,7810,240
28,7683,5117,349
28,1135,6376,315
28,5235,3280,161
28,8818,2430,92
28,2115,6295,186
28,2069,3626,133
28,3037,5898,217
28,4759,6443,276
28,3836,3650,56
28,9648,7660,164
28,221,3592,116
28,3444,4652,215
28,8128,2381,75
28,7771,3470,101
28,3994,6765,275
28,9393,6825,223
28,9812,3008,98
28,7051,2444,54
28,7528,5446,286
28,9779,3106,114
28,8012,6139,254
28,7513,2194,183
28,7988,4788,228
28,5540,936,201
28,7615,5317,300
29,7607,5413,145
29,9980,5450,314
29,3157,7300,129
29,2758,3877,132
29,47,5105,152
29,4461,5798,116
29,958,3650,155
29,5221,3951,140
29,8202,7397,92
29,5620,7073,111
29,7866,7473,391
29,5820,2092,332
29,9570,4198,105
29,7710,4128,202
29,9579,3263,132
29,6515,3738,247
29,7656,4619,93
29,513,4659,147
29,7668,4222,289
29,3824,6209,236
29,6397,7651,405
29,5467,5585,123
29,7765,3136,231
29,3911,799,74
29,342,6262,138
29,5452,2311,48
29,8991,4949,103
29,6226,4243,205
29,5250,3669,94
29,1107,6943,79
29,7632,2286,161
29,826,5701,187
30,3067,2293,68
30,5889,4131,124
30,9306,2206,136
30,6197,6833,120
30,8366,7638,197
30,4251,3842,117
30,5442,4332,303
30,7268,4420,240
30,5385,5196,382
30,6269,4332,389
30,369,2579,99
30,9310,6252,216
30,582,976,93
30,599,5571,279
30,196,5450,140
30,6752,5007,234
30,1878,6593,399
30,379,3023,186
30,691,6807,108
30,6804,4378,101
30,5663,5298,175
30,8148,3930,176
30,207,4162,124
30,1724,7730,121
30,758,4622,279
30,3465,2259,171
30,1439,5055,172
30,2544,6607,143
30,3357,3707,188
30,2710,7554,302
30,7059,3947,46
30,9466,5155,356
31,9919,4584,112
31,3150,5795,328
31,8807,4580,313
31,226,7411,335
31,605,6888,390
31,4423,5815,149
31,5508,3939,195
31,8274,2385,75
31,2527,3265,142
31,461,7236,232
31,9427,4421,317
31,2877,6540,389
31,6878,6163,74
31,2311,5406,287
31,3370,6719,121
31,7338,1620,142
31,4333,6759,187
31,2039,6026,314
31,427,2308,187
31,2892,5257,176
31,2335,3329,197
31,4342,3540,275
31,2067,3344,54
31,9370,5967,206
31,136,7090,238
31,8259,7215,208
31,1816,3986,187
31,8528,3765,332
31,7438,6467,125
31,1351,3091,73
31,3719,4551,160
31,3551,7569,354
32,7344,4138,264
32,4073,4705,341
32,9644,4808,177
32,3905,7255,231
32,5003,4301,147
32,9797,4730,245
32,8140,3402,120
32,983,7295,136
32,8186,4676,252
32,9524,5307,113
32,806,3264,105
32,6778,5831,195
32,8822,4068,331
32,2052,2543,259
32,4955,3221,312
32,922,4834,148
32,4076,4659,80
32,5428,3509,353
32,3367,6004,77
32,6162,5515,144
32,4917,4302,244
32,4498,1583,86
32,9646,7616,228
32,7365,7542,201
32,8138,2522,160
32,6937,1486,262
32,9832,3876,89
32,2193,4936,75
32,9334,2643,185
32,1732,7493,230
32,1262,3825,144
32,403,3527,59
33,6932,3175,403
33,1780,1735,150
33,992,2273,53
33,186,3945,231
33,5760,7470,416
33,6036,7253,138
33,2299,3261,107
33,442,6665,231
33,9548,7470,96
33,8953,560,99
33,4589,5776,140
33,683,3026,132
33,5406,4832,170
33,3039,2280,79
33,833,7498,492
33,9918,7612,108
33,6194,4574,179
33,9439,3196,389
33,5337,4639,343
33,8777,4388,324
33,7582,7264,202
33,9437,3479,112
33,7212,4756,124
33,7247,3282,102
33,9975,5385,330
33,5604,6619,223
33,6823,1928,149
33,2190,4498,372
33,3519,6322,159
33,7785,4383,90
33,8075,6757,259
33,1179,5639,109
34,9692,2171,181
34,7360,4056,184
34,3147,7796,202
34,5911,3464,87
34,5400,4800,170
34,9442,5335,240
34,1688,2885,35
34,1701,6065,237
34,5592,5044,236
34,7370,4604,203
34,7287,6571,243
34,7887,3338,297
34,5299,6125,107
34,3992,7431,279
34,1851,5566,209
34,4425,6157,167
34,1710,4631,184
34,5361,7837,194
34,1151,4987,153
34,4385,7675,160
34,9194,1468,69
34,4982,3388,135
34,1484,4579,222
34,8136,3516,215
34,5030,3777,193
34,9817,3012,340
34,2139,1993,229
34,453,3226,180
34,2326,6751,221
34,9048,4979,167
34,9451,1757,102
34,5436,3605,137
35,6400,3755,176
35,3230,4666,305
35,8930,4115,121
35,3455,4139,69
35,79,5169,123
35,3074,6985,143
35,4027,5275,241
35,9217,3354,177
35,1287,5873,156
35,5157,2556,374
35,4590,6889,145
35,6464,6195,77
35,4209,2844,201
35,57,4394,125
35,6858,6454,140
35,8266,5876,128
35,6594,3482,201
35,1694,3762,186
35,2452,2096,250
35,2486,7555,147
35,498,6848,199
35,5703,7157,194
35,349,6291,205
35,5435,6608,168
35,3306,5322,143
35,3763,4943,115
35,9396,5734,85
35,5732,5699,181
35,3106,4014,230
35,4489,6339,323
35,3885,6215,122
35,1845,4876,173
36,7575,4823,133
36,8370,3980,160
36,4827,7627,94
36,303,3933,141
36,9376,4621,281
36,7481,1918,45
36,4198,6326,115
36,6278,6951,224
36,2286,4559,100
36,7916,4501,121
36,8825,3769,153
36,638,4949,101
36,5236,2443,116
36,9892,2947,240
36,4525,7617,104
36,4872,6901,306
36,4570,3603,271
36,7854,3422,143
36,3513,4451,195
36,6111,4321,446
36,106,3256,92
36,6480,7205,34
36,4791,4467,143
36,1260,1248,260
36,1693,4353,102
36,3670,4001,140
36,9275,2768,98
36,4301,6341,123
36,9848,5182,223
36,2102,4891,137
36,644,1670,104
36,1910,1860,121
37,1998,2368,159
37,3642,4871,212
37,1054,2699,50
37,1844,5286,205
37,7863,5062,132
37,2972,4098,181
37,7532,6651,212
37,8334,7141,326
37,9929,2655,217
37,7446,4784,246
37,1021,6391,91
37,8310,3854,257
37,8588,1436,45
37,8984,5323,184
37,1814,3379,136
37,5443,4271,251
37,9389,7307,137
37,6557,4350,239
37,9411,3588,201
37,1491,3797,326
37,7119,4875,150
37,8181,7287,213
37,7126,7565,291
37,7201,2197,194
37,3579,5618,209
37,8466,5319,73
37,6884,2840,94
37,7845,6042,180
37,4910,5695,254
37,2918,752,146
37,4923,3779,125
37,6428,2300,210
38,9091,3222,87
38,5827,2816,128
38,3241,4273,73
38,4265,6508,236
38,5076,2909,185
38,6137,3377,213
38,9042,5357,211
38,9748,4935,222
38,1009,6718,113
38,5624,4266,73
38,9853,6802,385
38,1770,2536,253
38,7326,6666,147
38,1412,6470,122
38,7648,6853,206
38,2693,3056,177
38,1623,5679,330
38,3108,5714,299
38,5684,3164,79
38,5351,4177,367
38,9477,7298,146
38,5728,5897,297
38,3098,5316,77
38,3695,6790,345
38,6946,1581,188
38,9011,7295,281
38,7915,2879,205
38,1668,3738,159
38,7699,5482,167
38,8502,5324,151
38,602,3985,225
38,9557,3930,105
39,7152,2928,205
39,3266,4313,178
39,9461,7064,153
39,7886,6674,204
39,1596,7369,171
39,2645,6142,109
39,712,3578,134
39,4869,6857,202
39,362,2202,233
39,4625,2020,134
39,8998,7266,248
39,1377,7818,315
39,2907,4881,246
39,8025,5975,239
39,5132,6050,178
39,7133,4220,209
39,1041,1545,61
39,9493,7307,33
39,7003,3511,130
39,8306,6192,76
39,8344,7213,146
39,7448,5946,75
39,9242,1727,154
39,6063,5251,141
39,4766,5305,142
39,9483,3095,315
39,1071,5041,167
39,4864,6933,264
39,8008,5965,374
39,7794,3465,78
39,1470,3562,82
39,8305,4711,200
40,4278,3876,167
40,669,6198,141
40,3171,5842,213
40,687,6274,119
40,9997,3902,272
40,1432,5784,209
40,8346,4054,55
40,2533,6300,130
40,3216,5020,161
40,7144,5256,181
40,416,2465,264
40,4604,7698,306
40,7102,1538,44
40,262,4703,100
40,3200,4232,162
40,8088,2659,131
40,8636,3168,102
40,5014,6481,182
40,6900,5291,114
40,2248,1144,64
40,3372,5068,152
40,5607,5311,144
40,4883,3054,11
40,29,3981,169
40,5913,3975,333
40,7073,1251,89
40,77,5766,187
40,4546,4062,156
40,2514,2788,185
40,240,3970,174
40,9170,2077,231
40,8997,1558,110
41,2014,5241,186
41,7651,5895,252
41,3380,7656,60
41,9694,4923,123
41,8850,1483,302
41,8936,6305,275
41,7080,3710,184
41,9536,7215,184
41,8592,2570,335
41,8087,2841,97
41,1945,5514,213
41,6501,6746,145
41,1823,2450,399
41,1436,7511,120
41,7321,7773,220
41,979,3708,401
41,5665,6086,195
41,3855,5404,120
41,3806,5619,147
41,8109,5224,196
41,9737,5466,163
41,7678,3634,254
41,6920,4478,110
41,2539,3207,141
41,6682,6253,195
41,1447,2260,89
41,8229,6621,272
41,4191,3292,254
41,559,4634,202
41,1411,3843,273
41,6053,6665,369
41,6869,7039,268
42,9617,2579,136
42,1364,4737,98
42,9625,4958,163
42,7236,2701,296
42,6229,557,118
42,1064,4341,90
42,9063,7221,109
42,3364,7121,88
42,6505,7234,259
42,9621,7209,159
42,5584,5869,217
42,4113,7179,187
42,4151,7633,335
42,1786,6121,161
42,8979,485,60
42,7689,3501,74
42,2318,4137,82
42,1510,6030,235
42,7841,5987,115
42,1854,5483,128
42,1098,6427,87
42,9671,3852,202
42,9136,626,343
42,7345,7112,431
42,5873,6282,109
42,4850,2160,55
42,8897,5735,140
42,6723,2898,76
42,3849,6706,168
42,9399,1137,181
42,1738,3659,74
42,7107,2614,199
43,4721,7351,197
43,6924,2664,129
43,8082,6104,103
43,2383,4254,191
43,6784,2498,121
43,6116,2332,102
43,5845,3278,402
43,9912,4401,224
43,6671,3380,114
43,1047,3330,392
43,1504,2216,165
43,4329,3561,318
43,9394,6921,262
43,1057,4607,119
43,2709,6710,146
43,2559,3785,152
43,8710,4564,86
43,3374,5597,127
43,5079,5112,213
43,3543,6344,158
43,8853,4161,76
43,6447,4453,196
43,1301,5262,191
43,2387,7702,132
43,3059,4756,166
43,1437,1856,170
43,4391,7644,300
43,8879,5001,336
43,3948,4706,184
43,900,7783,103
43,3592,3655,269
43,7938,6561,281
44,3699,5570,248
44,4357,7704,67
44,2489,3964,235
