run_id,sample_id,input_len,output_len
4,2958,669,48
4,525,1208,83
4,6647,255,77
4,494,554,43
4,3194,627,34
4,519,687,58
4,550,619,63
5,4090,367,49
5,658,1059,45
5,6362,524,119
5,473,1060,64
5,3564,905,84
5,6252,556,42
5,4287,472,85
5,3317,694,52
5,4717,965,50
5,1971,414,74
5,3524,419,75
5,8630,604,55
5,1719,409,102
5,7331,796,55
5,4500,1259,81
5,5423,766,55
5,4808,849,112
5,8553,1468,88
5,4628,729,69
5,42,448,68
5,6742,877,49
5,16,1104,80
5,2259,990,152
5,7758,878,35
5,3008,276,40
5,8092,1214,77
5,2749,611,49
5,8184,1110,63
5,6401,592,61
5,8386,707,63
5,4578,906,55
5,960,1954,140
6,7097,1460,117
6,5268,372,53
6,779,776,47
6,2351,1077,62
6,1861,865,81
6,7904,241,44
6,3626,699,96
6,6066,355,65
6,3382,558,51
6,2881,1321,36
6,7951,719,43
6,2434,839,61
6,9098,375,47
6,6641,933,73
6,4609,247,50
6,5576,642,117
6,1489,383,57
6,1421,588,37
6,2772,419,77
6,9196,450,52
6,6797,758,66
6,9804,718,74
6,4260,639,81
6,7425,938,38
6,9880,864,84
6,2666,968,48
6,6622,1555,20
6,7055,760,72
6,3189,1005,31
6,4016,1237,72
6,5151,360,66
6,3303,1391,79
7,1912,893,60
7,297,638,52
7,4144,956,48
7,3687,685,47
7,6561,836,55
7,1403,527,40
7,1506,916,52
7,1012,347,59
7,1594,719,61
7,6597,372,54
7,7479,368,67
7,9164,1251,135
7,134,1237,16
7,5011,306,44
7,1318,574,106
7,8838,501,70
7,5152,1350,58
7,5937,377,42
7,7339,1529,119
7,579,2161,113
7,1508,1147,77
7,4697,263,48
7,153,705,85
7,7502,558,56
7,7759,933,68
7,4657,264,58
7,693,861,60
7,258,409,46
7,439,937,67
7,8288,981,61
7,6304,476,47
7,5603,1028,54
8,4977,604,43
8,8692,875,54
8,7912,196,31
8,6839,733,42
8,9287,1117,36
8,2647,578,59
8,9722,702,62
8,804,896,72
8,3326,265,65
8,2663,990,65
8,1112,394,57
8,2347,1406,92
8,8199,615,59
8,1029,445,67
8,3982,808,33
8,3213,985,75
8,1384,269,105
8,1110,959,72
8,2906,690,69
8,7137,842,34
8,9794,1728,66
8,1118,523,26
8,2627,286,67
8,8355,1104,68
8,8324,641,52
8,3655,657,62
8,9173,323,42
8,4760,792,104
8,8330,1097,106
8,9372,304,78
8,5484,920,65
8,7739,2084,38
9,1805,757,91
9,912,958,72
9,3526,733,46
9,8847,698,74
9,4569,615,68
9,2964,1841,99
9,1908,810,66
9,1888,500,53
9,1777,671,67
9,3778,1323,64
9,1864,208,45
9,6695,785,38
9,1992,482,73
9,884,1573,69
9,7089,490,71
9,9227,600,68
9,3160,942,60
9,2585,747,55
9,5338,1304,45
9,534,634,56
9,8478,523,112
9,9857,1127,48
9,3765,655,46
9,1928,381,64
9,4750,528,58
9,7259,496,37
9,4693,1578,95
9,2056,885,82
9,4100,405,45
9,2619,471,67
9,4179,454,68
9,1735,1548,109
10,843,593,72
10,3727,1439,89
10,7812,1646,62
10,5342,740,33
10,9198,507,38
10,4252,959,126
10,155,1293,45
10,8208,1162,60
10,8798,614,76
10,2125,1485,42
10,1105,1165,80
10,7778,648,44
10,6607,392,77
10,1818,281,38
10,6998,884,55
10,2016,742,32
10,7638,1939,132
10,3488,810,49
10,5605,421,65
10,3789,580,60
10,5213,1707,207
10,7415,633,111
10,8455,889,62
10,8178,470,93
10,9462,585,72
10,56,573,52
10,6769,418,85
10,5887,1740,141
10,7701,1570,58
10,9266,1137,65
10,5266,287,57
10,7657,609,88
11,9957,1089,43
11,2053,801,101
11,8432,251,47
11,1779,472,51
11,8143,383,50
11,6213,801,74
11,6463,503,60
11,4668,821,36
11,7260,1508,38
11,6945,1143,98
11,2092,718,45
11,8155,709,71
11,888,1057,68
11,3023,1513,134
11,7444,561,44
11,7477,873,68
11,708,804,129
11,5169,509,38
11,1843,725,59
11,3865,1957,58
11,8949,1320,46
11,3048,655,78
11,4119,1734,62
11,8716,657,87
11,6180,391,29
11,2381,1013,104
11,9763,2055,49
11,4875,528,25
11,6317,400,51
11,6901,1432,52
11,1007,541,46
11,5257,2182,162
12,1765,693,70
12,5026,539,53
12,1858,338,50
12,183,1125,39
12,3470,1742,55
12,7248,171,39
12,5339,450,40
12,9658,761,48
12,9771,899,47
12,3410,1101,63
12,4223,1718,130
12,67,1234,62
12,9787,1259,120
12,6992,416,34
12,8865,785,58
12,2487,798,91
12,4098,282,60
12,7301,969,45
12,8811,1050,48
12,3546,891,74
12,5413,348,47
12,2356,300,89
12,9332,948,95
12,7342,286,56
12,5216,1353,55
12,695,720,54
12,2061,788,41
12,8821,746,80
12,984,750,74
12,8238,780,51
12,9213,1345,63
12,1705,1697,135
13,7145,410,101
13,8468,1137,53
13,252,836,98
13,1933,236,65
13,893,321,43
13,4516,844,66
13,9535,864,65
13,5690,591,44
13,7764,373,27
13,717,876,48
13,8961,573,33
13,9147,1178,81
13,9662,858,67
13,2075,850,37
13,9236,1053,63
13,8804,707,86
13,6766,2413,94
13,2492,579,41
13,109,1292,93
13,7453,888,57
13,4371,1709,70
13,5673,860,66
13,645,799,56
13,2242,1314,56
13,6848,1157,55
13,3280,2220,64
13,254,906,53
13,4250,569,54
13,3772,1198,55
13,8761,1465,100
13,796,1151,115
13,1389,690,54
14,8815,691,44
14,7557,838,17
14,2827,1029,71
14,3898,576,44
14,4548,2262,64
14,8245,541,77
14,4722,401,51
14,2675,702,41
14,8743,768,50
14,468,1542,39
14,8322,1407,76
14,6952,482,52
14,3366,849,64
14,3346,399,26
14,4825,560,61
14,6359,374,46
14,1788,474,59
14,9025,1509,101
14,9495,1308,42
14,1559,756,74
14,126,1112,54
14,7383,623,107
14,8472,696,54
14,1659,379,59
14,1313,657,65
14,6876,145,20
14,1090,1099,52
14,968,791,57
14,6938,285,38
14,334,711,175
14,7256,1368,68
14,8586,450,47
15,2444,1352,40
15,2498,943,66
15,5270,231,47
15,4082,603,55
15,2149,1310,52
15,3438,1035,31
15,7867,450,112
15,8388,527,58
15,7816,525,83
15,5494,259,59
15,8835,734,68
15,9186,844,50
15,7874,557,58
15,7275,518,46
15,8113,302,52
15,7681,1873,131
15,2408,326,79
15,3089,1325,65
15,2780,626,64
15,3492,571,50
15,8480,879,43
15,193,696,102
15,6330,1024,105
15,397,859,67
15,1060,772,118
15,3656,778,73
15,6918,916,57
15,4734,1328,50
15,2649,324,46
15,7029,1508,51
15,7754,922,59
15,6350,1179,68
16,2543,1865,83
16,8230,958,65
16,490,1706,77
16,6728,641,44
16,2777,318,55
16,7433,1422,51
16,9068,266,36
16,990,1233,69
16,5359,827,59
16,1757,1284,71
16,4056,584,46
16,3338,1108,90
16,1081,1158,50
16,7875,1758,110
16,1181,1127,85
16,3588,1129,43
16,3424,679,52
16,3282,515,53
16,7010,222,51
16,1831,1288,88
16,6643,806,45
16,517,612,53
16,1253,346,43
16,9818,737,75
16,4529,1102,65
16,738,459,77
16,9805,1057,64
16,6716,625,55
16,6761,839,65
16,2366,698,50
16,2309,882,45
16,2423,497,40
17,2475,455,50
17,2180,1401,132
17,8060,1163,55
17,2936,321,33
17,7198,1138,53
17,8079,923,46
17,9044,305,64
17,1611,552,47
17,296,645,41
17,2169,1485,128
17,4419,467,60
17,6585,556,51
17,231,473,44
17,7614,721,46
17,1940,586,68
17,3893,1333,56
17,1329,1778,123
17,7760,789,79
17,280,1417,72
17,5612,721,48
17,5792,1105,50
17,7032,1154,69
17,4350,611,76
17,4022,1654,73
17,3237,1088,59
17,4920,276,90
17,2560,271,57
17,2869,1793,105
17,5335,599,26
17,4550,787,89
17,8267,205,38
17,8426,1443,79
18,7292,634,27
18,2587,778,71
18,970,1490,58
18,2346,965,97
18,3735,321,77
18,5999,1693,62
18,5450,656,70
18,7018,1135,128
18,3794,531,46
18,4451,1201,66
18,7725,629,51
18,3740,524,53
18,4567,668,32
18,6448,1603,47
18,2565,747,78
18,6539,604,27
18,3443,933,63
18,4436,884,65
18,9053,462,59
18,4756,1610,60
18,6427,473,66
18,1426,808,35
18,8745,1928,134
18,6306,1429,114
18,1306,828,21
18,8000,173,49
18,8859,1634,72
18,7728,1676,99
18,8976,1122,77
18,2413,731,48
18,5929,1006,115
18,3654,405,71
19,5798,495,53
19,5238,754,115
19,5712,1053,77
19,2947,1054,49
19,4492,965,74
19,1519,696,51
19,8786,1692,72
19,4201,1237,80
19,4488,740,55
19,6087,907,64
19,8860,1695,51
19,2455,829,42
19,5934,733,56
19,9283,188,47
19,9556,557,74
19,5903,884,85
19,1937,334,43
19,4855,1643,141
19,7937,796,84
19,3256,999,74
19,8197,493,91
19,1104,784,49
19,7548,724,34
19,2009,757,70
19,2243,1665,62
19,7709,796,72
19,7842,668,76
19,69,386,29
19,9249,1520,45
19,2401,779,38
19,1653,516,53
19,9468,297,60
20,3132,680,57
20,4678,765,53
20,9518,650,58
20,5512,1048,75
20,5470,822,42
20,4817,449,68
20,9083,1387,56
20,2878,803,44
20,7740,1173,36
20,7992,698,79
20,6112,647,65
20,8620,565,48
20,5547,2171,70
20,5347,1459,94
20,451,954,59
20,6724,1339,49
20,1739,513,87
20,8340,620,65
20,3211,1558,72
20,9736,339,58
20,250,1061,61
20,3288,1048,53
20,8415,1130,88
20,9416,975,44
20,5275,602,73
20,8046,498,49
20,7157,985,109
20,2418,910,53
20,4411,782,50
20,5251,435,36
20,1832,654,61
20,8189,335,49
21,6283,715,97
21,6414,502,73
21,9674,562,56
21,6814,339,45
21,5554,319,56
21,6939,1252,118
21,5674,552,46
21,6974,1372,69
21,14,2008,181
21,4088,1192,160
21,2755,875,71
21,364,973,56
21,3045,150,56
21,5821,239,43
21,7015,1085,31
21,2957,954,21
21,7888,818,65
21,2750,806,67
21,9375,980,41
21,1334,1337,43
21,3688,826,52
21,1067,416,61
21,2797,1285,60
21,8145,1678,69
21,4046,739,44
21,9119,981,65
21,1887,1676,44
21,8914,477,61
21,6462,928,84
21,9539,898,35
21,2485,1850,70
21,1872,797,68
22,9071,398,46
22,1536,794,33
22,5164,886,63
22,8696,713,83
22,7509,1080,61
22,8676,456,43
22,7814,747,60
22,5336,738,62
22,9820,704,130
22,234,426,32
22,3783,1092,47
22,1488,515,42
22,7296,282,57
22,2013,1310,57
22,680,1469,43
22,798,396,60
22,866,826,32
22,2142,1504,76
22,4703,930,94
22,3812,297,59
22,3649,1662,65
22,4007,398,86
22,7970,812,43
22,1399,1214,60
22,1855,698,50
22,4564,415,26
22,6460,632,70
22,1296,896,36
22,9006,588,81
22,1249,379,44
22,4631,791,80
22,4719,916,81
23,3604,753,89
23,5739,574,47
23,6969,575,114
23,4950,905,94
23,7622,971,75
23,4164,1045,45
23,8633,813,166
23,5657,1358,105
23,1373,2106,35
23,3031,823,66
23,5469,660,48
23,5159,1851,48
23,5506,1019,96
23,5426,711,85
23,9976,498,53
23,2308,569,59
23,9526,1081,88
23,3595,570,77
23,8080,904,58
23,7203,195,56
23,2330,977,79
23,8919,1184,65
23,255,1755,37
23,2814,176,38
23,2822,708,15
23,4013,515,40
23,6730,317,51
23,6745,1045,112
23,5683,1050,92
23,8863,788,36
23,483,1528,50
23,4416,378,36
24,469,839,78
24,3660,1139,43
24,7609,1246,97
24,9142,1002,62
24,4306,580,46
24,7070,845,90
24,4824,1583,85
24,3910,951,58
24,9511,484,68
24,9908,736,77
24,6832,1584,87
24,1565,1010,52
24,1906,681,56
24,1985,1057,61
24,9368,742,72
24,6091,554,54
24,8635,1585,70
24,6790,670,32
24,2894,1074,67
24,9284,766,80
24,6369,1130,53
24,3509,452,79
24,1481,709,152
24,7811,368,67
24,825,860,67
24,348,1380,80
24,5016,416,100
24,1528,525,72
24,5878,688,82
24,1309,670,58
24,3044,955,73
24,1917,639,60
25,1712,1839,67
25,8547,494,45
25,6959,1224,115
25,6990,1544,110
25,8573,211,49
25,2496,736,108
25,1279,520,43
25,3773,347,47
25,1809,664,61
25,8170,1480,70
25,8941,1764,60
25,408,658,38
25,2513,541,81
25,5718,492,46
25,1019,632,52
25,3565,373,44
25,4782,421,42
25,2711,1185,68
25,9954,203,64
25,7009,454,48
25,2464,1577,45
25,8820,609,72
25,7779,461,55
25,8957,1971,52
25,9214,940,85
25,2414,905,95
25,2596,1921,90
25,5895,768,102
25,2508,488,51
25,3421,1120,67
25,6972,984,76
25,4709,494,75
26,5883,1498,97
26,7036,604,84
26,9176,1265,46
26,1760,1082,28
26,7707,773,44
26,6055,1717,116
26,8316,366,49
26,8195,741,60
26,9400,359,73
26,3515,222,40
26,9304,537,46
26,8901,1383,159
26,371,714,42
26,7840,420,66
26,8233,297,41
26,8183,762,59
26,749,545,49
26,389,509,49
26,9039,515,141
26,3391,1165,55
26,8309,934,48
26,1043,419,32
26,3589,972,77
26,4240,770,29
26,9149,1459,51
26,9917,524,51
26,6531,570,76
26,5833,249,54
26,4518,328,84
26,3673,1301,87
26,492,739,49
26,3449,678,77
27,3868,716,55
27,278,488,43
27,8752,919,80
27,7493,772,66
27,3698,437,62
27,203,716,38
27,3239,728,51
27,5246,835,85
27,3020,905,70
27,8789,1336,54
27,8645,785,27
27,5461,845,45
27,8327,907,86
27,4298,584,70
27,1168,823,78
27,8037,1356,108
27,2284,1024,65
27,6129,778,72
27,9780,1509,45
27,4356,1574,9
27,7482,885,63
27,8169,1035,37
27,404,1461,78
27,5241,369,24
27,7254,437,40
27,5374,406,64
27,9398,863,57
27,9760,633,65
27,7178,1152,51
27,506,715,68
27,7317,1133,35
27,5206,1003,61
28,1582,367,48
28,3457,784,46
28,3931,1134,77
28,8638,791,65
28,4799,1051,86
28,5115,2143,43
28,1790,687,71
28,6870,574,78
28,4826,619,65
28,6355,831,121
28,5008,982,155
28,7030,690,63
28,6534,1792,142
28,7156,914,90
28,6591,1439,96
28,9050,1810,53
28,8813,424,62
28,4828,1289,56
28,4749,1179,62
28,9316,1161,65
28,7505,851,98
28,3498,1172,82
28,6750,284,84
28,3117,1838,135
28,535,1247,95
28,1378,442,67
28,8469,978,50
28,6076,443,32
28,1158,1645,41
28,7099,525,73
28,387,1075,111
28,1391,1481,52
29,5126,495,46
29,9497,1005,59
29,1257,453,101
29,1427,2295,40
29,8449,438,66
29,3404,615,45
29,7141,1765,116
29,5301,965,58
29,6389,679,45
29,5636,385,87
29,2342,1286,55
29,422,1240,58
29,5062,645,59
29,444,487,68
29,5948,509,56
29,7798,466,55
29,5862,1204,88
29,1022,729,65
29,4800,660,87
29,9201,658,61
29,2903,856,48
29,8868,1260,122
29,5356,617,75
29,4871,701,119
29,2725,851,54
29,6481,223,47
29,885,471,56
29,158,179,29
29,507,480,76
29,2272,413,38
29,6773,1522,101
29,7580,742,48
30,839,857,46
30,7115,306,72
30,5398,1297,40
30,9034,1271,64
30,5204,872,107
30,6408,561,43
30,7469,309,57
30,2159,266,41
30,7953,354,56
30,5572,673,60
30,7815,816,44
30,5779,990,71
30,8326,1075,71
30,3665,670,79
30,7276,855,61
30,9165,842,62
30,9305,498,50
30,4615,1021,103
30,1581,1277,93
30,4645,1528,74
30,7320,1637,76
30,4940,1010,53
30,1443,1046,71
30,4006,1022,51
30,7661,1338,47
30,9798,639,68
30,8003,518,54
30,2375,755,60
30,6143,1502,14
30,8139,1294,77
30,1416,872,66
30,7095,1802,43
31,1201,430,69
31,3671,1691,86
31,5271,958,77
31,2920,833,50
31,6218,1595,67
31,1362,516,58
31,5594,911,97
31,3343,1321,100
31,8654,631,66
31,8680,1495,70
31,4438,1263,49
31,3659,960,58
31,7853,609,25
31,3231,1079,75
31,1994,971,43
31,4981,627,72
31,9806,790,56
31,9135,1833,194
31,4069,615,53
31,924,654,51
31,1621,733,41
31,4560,652,39
31,178,982,62
31,6345,706,45
31,9499,932,53
31,8219,719,83
31,3674,1639,108
31,195,1080,60
31,5600,1614,119
31,8971,1313,51
31,9239,1158,115
31,8766,927,56
32,7215,394,40
32,1353,369,65
32,9043,832,47
32,7802,945,60
32,6356,860,27
32,8852,895,44
32,2917,758,75
32,2667,375,64
32,253,504,71
32,6449,1259,69
32,3708,268,49
32,8515,447,93
32,5229,259,23
32,38,813,55
32,7096,835,59
32,6721,881,74
32,2062,742,81
32,8397,867,44
32,8510,941,39
32,2768,559,24
32,3897,575,51
32,3605,594,55
32,4470,511,71
32,6820,981,51
32,5055,501,50
32,7353,869,64
32,3116,1575,40
32,1585,205,38
32,2373,1799,109
32,2071,1011,67
32,4340,468,44
32,9472,1063,82
33,1072,1168,40
33,3377,483,48
33,9981,1005,44
33,4993,885,36
33,7470,322,52
33,4744,1127,40
33,7669,886,73
33,8959,1239,75
33,17,502,65
33,8601,1046,74
33,1094,718,45
33,5274,922,15
33,1665,469,65
33,1982,1372,72
33,3501,698,70
33,6170,403,53
33,4585,300,52
33,8144,328,50
33,3965,823,84
33,5548,1051,79
33,2828,1334,58
33,1294,745,76
33,8179,760,41
33,3620,629,45
33,951,675,49
33,1472,791,42
33,407,1239,61
33,5004,361,49
33,9828,741,72
33,2705,1309,48
33,8529,527,63
33,6914,1081,118
34,1106,819,54
34,8402,1842,86
34,4669,1595,85
34,8013,329,38
34,7024,461,59
34,556,1669,196
34,4074,859,44
34,2055,541,52
34,1553,605,57
34,6971,762,68
34,5045,1460,66
34,2254,661,65
34,7978,426,47
34,9127,684,60
34,9366,1257,57
34,5295,799,95
34,245,499,50
34,3627,667,73
34,7766,1460,43
34,7501,867,40
34,6088,752,92
34,2629,836,30
34,9783,609,63
34,2502,972,56
34,333,1045,46
34,8933,1123,65
34,2199,378,43
34,4877,466,51
34,4134,1950,76
34,8943,668,63
34,6865,531,70
34,8271,736,19
35,7964,626,55
35,3736,765,70
35,6826,799,76
35,8658,557,51
35,1967,1048,44
35,3472,995,169
35,4219,1294,52
35,1387,649,81
35,7318,980,46
35,9881,901,72
35,3818,398,129
35,9569,530,65
35,5530,402,73
35,7210,864,60
35,7666,668,41
35,2251,650,51
35,7106,579,43
35,6589,412,96
35,3672,649,125
35,4893,1065,69
35,285,577,54
35,1091,1171,70
35,5595,500,58
35,9489,813,74
35,8131,928,76
35,8686,479,113
35,7273,743,62
35,4644,952,69
35,9746,773,57
35,1092,584,26
35,4468,818,59
35,9717,501,94
36,3945,1058,52
36,4973,345,40
36,6212,1214,74
36,6499,723,75
36,5473,666,38
36,1366,931,53
36,32,775,46
36,7724,1123,83
36,46,807,20
36,4368,1070,95
36,1725,442,47
36,8282,486,64
36,7630,1001,65
36,7274,590,41
36,9089,1650,48
36,1420,1296,72
36,8454,922,91
36,2536,968,63
36,2941,915,23
36,7000,543,71
36,1580,1213,66
36,8617,835,84
36,1632,1229,65
36,7596,907,75
36,1521,959,46
36,3003,575,61
36,617,976,72
36,5420,975,73
36,4891,830,61
36,6044,656,72
36,2135,832,21
36,6886,1025,65
37,7335,612,54
37,8222,1252,65
37,3961,1387,76
37,5861,1415,55
37,2101,1038,102
37,1839,1399,60
37,8247,521,46
37,3419,1553,33
37,6994,453,41
37,7776,592,56
37,4369,1015,52
37,3664,1123,78
37,7921,1251,46
37,6310,869,46
37,162,591,54
37,8970,476,27
37,3728,1152,72
37,3648,541,16
37,6595,1898,76
37,1028,494,74
37,7556,417,62
37,2271,1227,72
37,5529,984,49
37,7244,754,74
37,9873,791,87
37,4336,598,80
37,1652,1064,40
37,6114,1147,62
37,3820,431,31
37,7456,689,46
37,903,1402,31
37,85,800,30
38,2523,1370,54
38,3379,257,50
38,8348,1293,31
38,3053,1213,43
38,9830,728,47
38,6094,1067,46
38,3467,208,44
38,1604,743,57
38,5899,1571,63
38,9129,1158,52
38,8358,797,63
38,2992,1017,71
38,6736,1135,76
38,2692,626,50
38,6179,692,39
38,9023,715,39
38,7903,888,50
38,8488,527,77
38,1014,918,26
38,4818,213,41
38,7195,770,38
38,2203,550,41
38,8040,668,68
38,5890,568,73
38,2931,863,55
38,8703,1858,123
38,103,532,88
38,2810,689,48
38,7002,406,52
38,119,715,64
38,9020,190,32
38,8342,444,59
39,1171,229,51
39,2956,1190,75
39,4138,1264,67
39,3766,775,46
39,7647,1668,52
39,977,380,64
39,6982,737,58
39,7817,580,62
39,784,819,116
39,9776,1281,85
39,1442,2029,54
39,1164,1099,111
39,8428,1142,43
39,9247,667,46
39,5376,1149,66
39,6601,1082,47
39,2863,776,86
39,7545,1517,72
39,5649,477,51
39,2325,1431,39
39,6329,576,59
39,7027,360,50
39,4227,1811,74
39,51,1372,69
39,5831,920,67
39,2962,481,85
39,3890,996,101
39,8300,463,59
39,2654,1502,60
39,780,988,62
39,3225,515,16
39,8780,1255,56
40,3485,619,55
40,1895,1056,66
40,1192,1343,94
40,148,997,71
40,8584,368,40
40,2997,878,79
40,6758,399,60
40,4494,1158,79
40,4064,1486,27
40,3912,1475,45
40,4797,1170,88
40,4040,1317,79
40,3329,1151,62
40,59,2291,229
40,807,741,31
40,9879,1310,61
40,2804,513,54
40,3926,1074,75
40,4587,794,99
40,4437,968,39
40,1278,1183,31
40,3918,985,68
40,6251,502,71
40,7801,997,68
40,898,437,41
40,5380,556,60
40,7367,659,59
40,8200,674,62
40,4944,656,78
40,2432,1344,79
40,9558,707,58
40,426,607,50
41,7083,659,68
41,7734,472,52
41,9178,575,58
41,8395,886,51
41,7568,996,55
41,9486,888,61
41,2453,1022,48
41,8808,1184,57
41,8224,535,56
41,9926,1259,67
41,1438,474,44
41,7416,555,76
41,5218,724,50
41,1753,366,68
41,4148,654,52
41,2451,637,89
41,3131,258,38
41,3758,853,39
41,41,962,51
41,2963,1098,114
41,2384,890,94
41,7503,519,27
41,4150,732,57
41,1228,485,36
41,9914,511,72
41,3321,545,37
41,2415,810,54
41,8891,738,58
41,3775,895,64
41,847,446,84
41,8689,778,66
41,9750,1576,56
42,2591,670,55
42,2959,1268,80
42,8110,1219,85
42,2140,459,64
42,2616,568,63
42,9067,864,88
42,6625,1089,42
42,7289,527,116
42,5563,433,62
42,5830,456,66
42,3289,1186,43
42,1173,1194,49
42,5749,1223,70
42,1097,568,40
42,1964,619,65
42,1921,863,62
42,2059,382,23
42,1672,471,57
42,8665,411,71
42,6999,863,44
42,5553,1957,90
42,7459,138,34
42,8094,381,71
42,8882,861,78
42,2177,1300,66
42,3441,532,76
42,5573,1243,40
42,715,459,58
42,3834,659,62
42,6103,1163,44
42,727,750,50
42,4482,934,108
43,1460,670,45
43,2538,245,33
43,9421,843,66
43,1740,715,58
43,3341,929,61
43,1229,1534,77
43,4311,548,43
43,9816,543,50
43,1518,492,72
43,5577,862,50
43,9087,1022,57
43,1390,831,82
43,3636,670,59
43,8130,450,65
43,4133,1635,49
43,6277,972,36
43,7700,1023,50
43,4555,282,44
43,4837,494,47
43,4152,778,74
43,2540,967,53
43,1545,320,95
43,1103,578,73
43,3468,1341,98
43,1063,468,72
43,9059,1164,77
43,2234,332,58
43,2036,577,92
43,4667,1693,117
43,2745,1179,79
43,2031,725,99
43,7704,1820,79
44,1089,997,79
44,8253,239,38
44,1478,365,40
44,2445,1272,75
44,585,1152,95
44,7031,932,82
44,5067,736,36
44,8903,1178,50
44,2184,852,38
44,2104,875,49
44,6819,820,53
44,5952,884,52
44,4304,841,82
44,5750,1070,79
44,4,1011,68
44,8044,1032,120
44,1803,451,52
44,5231,1043,33
44,9700,1048,69
44,803,1517,44
44,9340,1496,103
44,8152,482,44
44,1344,458,55
44,1494,767,65
44,2017,548,68
44,1400,570,37
44,1202,482,39
44,9758,653,73
44,5943,558,57
44,7857,845,50
44,6633,1318,51
44,2110,2054,102
45,4421,1318,47
45,1070,1322,43
45,2812,698,50
45,9448,1230,108
45,4094,504,54
45,3295,1004,81
45,2955,981,55
45,9861,845,56
45,1576,1437,110
45,7196,531,60
45,8833,930,57
45,9523,1307,131
45,2975,1466,68
45,760,861,42
45,2349,1146,29
45,4280,860,67
45,901,1514,63
45,4341,698,60
45,1440,1581,40
45,2699,702,67
45,5702,944,56
45,7377,640,47
45,1133,196,50
45,6327,909,17
45,2703,425,52
45,7686,508,35
45,8006,166,46
45,7667,409,44
45,3577,800,56
45,1337,1218,81
45,7237,642,84
45,791,593,60
46,7527,849,40
46,3678,440,96
46,6290,1501,92
46,3777,1190,75
46,1551,1008,67
46,6903,1738,96
46,1856,772,42
46,8795,874,58
46,5114,826,74
46,6032,1285,68
46,4819,817,84
46,4160,746,50
46,2112,581,71
46,2846,661,71
46,7147,596,49
46,9594,620,33
46,7142,293,50
46,5720,918,67
46,1853,453,54
46,1610,881,44
46,8481,888,52
46,573,642,41
46,7803,1046,39
46,8967,600,70
46,7823,359,34
46,4780,722,61
46,1634,829,127
46,6632,2016,82
46,1680,571,64
46,5617,640,68
46,2833,1627,65
46,6106,1432,34
47,1032,1951,84
47,3516,667,45
47,7742,839,63
47,2773,403,56
47,9800,1711,134
47,3482,1023,65
47,2160,552,57
47,7793,840,53
47,9943,1082,79
47,68,613,58
47,9555,827,64
47,8893,198,44
