regime,n,nb,ratio,skew,pc,kp,kvs,kv_big,kv_mean,t_mean_us,t_max_us,t_skew_us,alpha
mixed,16,4,0.25,4.0,2048,0,256,1024,448,1880.602,2221.049,1934.746,0.159
mixed,16,4,0.25,4.0,2048,0,512,2048,896,2088.058,2654.71,2209.338,0.214
mixed,16,4,0.25,4.0,2048,0,1024,4096,1792,2584.151,3528.978,2560.918,-0.0246
mixed,16,4,0.25,4.0,2048,0,2048,8192,3584,3315.543,6039.822,3386.194,0.0259
mixed,16,4,0.25,4.0,2048,512,128,512,224,2106.745,2434.391,2162.36,0.1697
mixed,16,4,0.25,4.0,2048,512,256,1024,448,2260.536,2548.021,2313.59,0.1845
mixed,16,4,0.25,4.0,2048,512,512,2048,896,2474.233,3030.935,2506.713,0.0583
mixed,16,4,0.25,4.0,2048,512,1024,4096,1792,2914.389,3907.79,2963.895,0.0498
mixed,16,4,0.25,4.0,2048,512,2048,8192,3584,3698.257,6143.593,3875.375,0.0724
mixed,16,4,0.25,4.0,2048,1024,128,512,224,2457.24,2706.231,2513.976,0.2279
mixed,16,4,0.25,4.0,2048,1024,256,1024,448,2607.061,3030.231,2662.389,0.1307
mixed,16,4,0.25,4.0,2048,1024,512,2048,896,2834.359,3393.106,2952.18,0.2109
mixed,16,4,0.25,4.0,2048,1024,1024,4096,1792,3268.244,4324.656,3353.238,0.0805
mixed,16,4,0.25,4.0,2048,1024,2048,8192,3584,4051.858,6377.065,4150.128,0.0423
mixed,16,4,0.25,4.0,2048,2048,128,512,224,3196.596,3425.811,3228.532,0.1393
mixed,16,4,0.25,4.0,2048,2048,256,1024,448,3397.775,3763.249,3388.341,-0.0258
mixed,16,4,0.25,4.0,2048,2048,512,2048,896,3578.259,4240.813,3763.89,0.2802
mixed,16,4,0.25,4.0,2048,2048,1024,4096,1792,4086.192,4994.828,4014.036,-0.0794
mixed,16,4,0.25,4.0,2048,2048,2048,8192,3584,4824.109,6812.202,5093.519,0.1355
mixed,16,4,0.25,4.0,2048,4096,128,512,224,4745.232,4999.603,4733.87,-0.0447
mixed,16,4,0.25,4.0,2048,4096,256,1024,448,4849.291,5308.528,4901.582,0.1139
mixed,16,4,0.25,4.0,2048,4096,512,2048,896,5265.066,5607.342,5096.399,-0.4928
mixed,16,4,0.25,4.0,2048,4096,1024,4096,1792,5506.413,6695.37,5486.893,-0.0164
mixed,16,4,0.25,4.0,2048,4096,2048,8192,3584,6234.028,8351.042,6298.123,0.0303
mixed,16,4,0.25,4.0,4096,0,128,512,224,5119.057,5261.52,5250.864,0.9252
mixed,16,4,0.25,4.0,4096,0,256,1024,448,5287.056,5580.686,5467.439,0.6143
mixed,16,4,0.25,4.0,4096,0,512,2048,896,5557.678,6300.397,5589.681,0.0431
mixed,16,4,0.25,4.0,4096,0,1024,4096,1792,5953.519,6994.059,6052.845,0.0955
mixed,16,4,0.25,4.0,4096,0,2048,8192,3584,6773.833,9436.259,7058.057,0.1068
mixed,16,4,0.25,4.0,4096,512,128,512,224,5947.697,6192.333,6036.176,0.3617
mixed,16,4,0.25,4.0,4096,512,256,1024,448,6518.567,6441.096,5868.395,
mixed,16,4,0.25,4.0,4096,512,512,2048,896,6313.198,6832.429,6369.614,0.1087
mixed,16,4,0.25,4.0,4096,512,1024,4096,1792,6788.141,7839.241,6790.54,0.0023
mixed,16,4,0.25,4.0,4096,512,2048,8192,3584,7840.364,9802.495,7780.778,-0.0304
mixed,16,4,0.25,4.0,4096,1024,128,512,224,7253.677,6985.229,6821.419,
mixed,16,4,0.25,4.0,4096,1024,256,1024,448,6892.013,7258.639,6902.959,0.0299
mixed,16,4,0.25,4.0,4096,1024,512,2048,896,7155.049,8101.962,7235.85,0.0853
mixed,16,4,0.25,4.0,4096,1024,1024,4096,1792,7546.055,8960.258,7852.23,0.2165
mixed,16,4,0.25,4.0,4096,1024,2048,8192,3584,8404.868,10783.617,8983.941,0.2434
mixed,16,4,0.25,4.0,4096,2048,128,512,224,8362.602,8843.208,8593.385,0.4802
mixed,16,4,0.25,4.0,4096,2048,256,1024,448,8534.79,9582.499,9059.493,0.5008
mixed,16,4,0.25,4.0,4096,2048,512,2048,896,9062.05,9174.98,9097.324,0.3124
mixed,16,4,0.25,4.0,4096,2048,1024,4096,1792,9187.198,10248.638,9195.008,0.0074
mixed,16,4,0.25,4.0,4096,2048,2048,8192,3584,10709.755,13213.718,10062.498,-0.2585
mixed,16,4,0.25,4.0,4096,4096,128,512,224,12429.586,12231.705,12612.08,
mixed,16,4,0.25,4.0,4096,4096,256,1024,448,11978.548,12440.659,12676.849,1.5111
mixed,16,4,0.25,4.0,4096,4096,512,2048,896,12818.482,13527.984,11982.943,-1.1776
mixed,16,4,0.25,4.0,4096,4096,1024,4096,1792,12573.463,14522.67,13475.444,0.4627
mixed,16,4,0.25,4.0,4096,4096,2048,8192,3584,13933.076,15487.153,14400.919,0.301
mixed,16,4,0.25,4.0,8192,0,128,512,224,20084.381,20399.32,19925.141,-0.5056
mixed,16,4,0.25,4.0,8192,0,256,1024,448,21013.43,21145.496,20869.144,-1.0925
mixed,16,4,0.25,4.0,8192,0,512,2048,896,20639.708,21265.27,20241.527,-0.6365
mixed,16,4,0.25,4.0,8192,0,1024,4096,1792,21360.888,22283.863,21240.212,-0.1307
mixed,16,4,0.25,4.0,8192,0,2048,8192,3584,21829.373,25459.263,22496.088,0.1837
mixed,16,4,0.25,4.0,8192,512,128,512,224,23079.128,23025.874,22095.476,
mixed,16,4,0.25,4.0,8192,512,256,1024,448,22497.818,23227.699,23062.904,0.7742
mixed,16,4,0.25,4.0,8192,512,512,2048,896,23179.604,23840.465,23077.489,-0.1545
mixed,16,4,0.25,4.0,8192,512,1024,4096,1792,23360.664,24755.18,23241.897,-0.0852
mixed,16,4,0.25,4.0,8192,512,2048,8192,3584,18967.068,26925.763,24549.899,0.7015
mixed,16,4,0.25,4.0,8192,1024,128,512,224,24351.855,25738.662,24305.898,-0.0331
mixed,16,4,0.25,4.0,8192,1024,256,1024,448,25104.14,24312.057,24539.358,
mixed,16,4,0.25,4.0,8192,1024,512,2048,896,24865.75,25082.069,24556.758,-1.4284
mixed,16,4,0.25,4.0,8192,1024,1024,4096,1792,25733.047,26716.984,25381.978,-0.3568
mixed,16,4,0.25,4.0,8192,1024,2048,8192,3584,26099.639,29924.78,26131.993,0.0085
mixed,16,4,0.25,4.0,8192,2048,128,512,224,28743.984,29613.55,29507.855,0.8785
mixed,16,4,0.25,4.0,8192,2048,256,1024,448,28130.546,29326.666,28415.023,0.2378
mixed,16,4,0.25,4.0,8192,2048,512,2048,896,28471.663,29835.653,28529.555,0.0424
mixed,16,4,0.25,4.0,8192,2048,1024,4096,1792,30016.098,30298.475,29234.032,-2.7696
mixed,16,4,0.25,4.0,8192,2048,2048,8192,3584,30563.657,32349.952,30516.873,-0.0262
mixed,16,4,0.25,4.0,8192,4096,128,512,224,37361.596,36572.79,37437.843,
mixed,16,4,0.25,4.0,8192,4096,256,1024,448,36060.766,38323.191,37198.944,0.5031
mixed,16,4,0.25,4.0,8192,4096,512,2048,896,37784.507,38871.158,38105.269,0.2952
mixed,16,4,0.25,4.0,8192,4096,1024,4096,1792,38726.72,39090.868,37154.615,-4.3172
mixed,16,4,0.25,4.0,8192,4096,2048,8192,3584,39557.911,41984.71,39666.261,0.0446
pure,16,8,0.5,4.0,0,0,128,512,320,176.863,264.285,173.728,-0.0359
pure,16,8,0.5,4.0,0,0,256,1024,640,306.431,519.2,312.733,0.0296
pure,16,8,0.5,4.0,0,0,512,2048,1280,670.14,1020.414,667.871,-0.0065
pure,16,8,0.5,4.0,0,0,1024,4096,2560,1228.507,1859.867,1250.59,0.035
pure,16,8,0.5,4.0,0,0,2048,8192,5120,2271.226,3553.942,2312.63,0.0323
mixed,16,8,0.5,4.0,16,0,128,512,320,349.759,472.063,336.127,-0.1115
mixed,16,8,0.5,4.0,16,0,256,1024,640,492.799,745.95,514.174,0.0844
mixed,16,8,0.5,4.0,16,0,512,2048,1280,876.925,1254.525,841.63,-0.0935
mixed,16,8,0.5,4.0,16,0,1024,4096,2560,1497.309,2210.652,1467.131,-0.0423
mixed,16,8,0.5,4.0,16,0,2048,8192,5120,2706.841,6115.792,2737.242,0.0089
mixed,16,8,0.5,4.0,16,512,128,512,320,375.423,498.59,357.662,-0.1442
mixed,16,8,0.5,4.0,16,512,256,1024,640,516.287,758.62,533.918,0.0728
mixed,16,8,0.5,4.0,16,512,512,2048,1280,888.99,1257.212,858.845,-0.0819
mixed,16,8,0.5,4.0,16,512,1024,4096,2560,1501.593,2216.892,1480.381,-0.0297
mixed,16,8,0.5,4.0,16,512,2048,8192,5120,2710.299,6195.537,2758.264,0.0138
mixed,16,8,0.5,4.0,16,1024,128,512,320,400.222,513.693,383.262,-0.1495
mixed,16,8,0.5,4.0,16,1024,256,1024,640,529.374,780.925,546.302,0.0673
mixed,16,8,0.5,4.0,16,1024,512,2048,1280,905.438,1274.107,872.541,-0.0892
mixed,16,8,0.5,4.0,16,1024,1024,4096,2560,1521.116,2228.667,1505.85,-0.0216
mixed,16,8,0.5,4.0,16,1024,2048,8192,5120,2728.089,6379.28,2770.522,0.0116
mixed,16,8,0.5,4.0,16,2048,128,512,320,460.96,567.71,437.472,-0.22
mixed,16,8,0.5,4.0,16,2048,256,1024,640,590.432,810.175,600.798,0.0472
mixed,16,8,0.5,4.0,16,2048,512,2048,1280,944.669,1307.262,895.963,-0.1343
mixed,16,8,0.5,4.0,16,2048,1024,4096,2560,1549.148,2257.816,1525.306,-0.0336
mixed,16,8,0.5,4.0,16,2048,2048,8192,5120,2760.151,6438.639,2794.327,0.0093
mixed,16,8,0.5,4.0,16,4096,128,512,320,565.311,692.478,548.318,-0.1336
mixed,16,8,0.5,4.0,16,4096,256,1024,640,722.943,944.349,722.112,-0.0038
mixed,16,8,0.5,4.0,16,4096,512,2048,1280,1059.805,1394.908,1011.805,-0.1432
mixed,16,8,0.5,4.0,16,4096,1024,4096,2560,1613.372,2333.275,1584.06,-0.0407
mixed,16,8,0.5,4.0,16,4096,2048,8192,5120,2827.639,6195.566,2853.723,0.0077
mixed,16,8,0.5,4.0,32,0,128,512,320,353.278,472.606,338.686,-0.1223
mixed,16,8,0.5,4.0,32,0,256,1024,640,491.07,747.037,514.943,0.0933
mixed,16,8,0.5,4.0,32,0,512,2048,1280,879.038,1258.013,840.094,-0.1028
mixed,16,8,0.5,4.0,32,0,1024,4096,2560,1503.421,2214.971,1466.172,-0.0523
mixed,16,8,0.5,4.0,32,0,2048,8192,5120,2714.204,6303.189,2749.656,0.0099
mixed,16,8,0.5,4.0,32,512,128,512,320,372.416,498.527,358.593,-0.1096
mixed,16,8,0.5,4.0,32,512,256,1024,640,516.127,757.439,534.717,0.077
mixed,16,8,0.5,4.0,32,512,512,2048,1280,890.846,1264.128,858.269,-0.0873
mixed,16,8,0.5,4.0,32,512,1024,4096,2560,1505.245,2221.147,1487.164,-0.0253
mixed,16,8,0.5,4.0,32,512,2048,8192,5120,2717.945,6313.422,2757.913,0.0111
mixed,16,8,0.5,4.0,32,1024,128,512,320,400.191,513.536,381.951,-0.1609
mixed,16,8,0.5,4.0,32,1024,256,1024,640,530.687,782.077,543.549,0.0512
mixed,16,8,0.5,4.0,32,1024,512,2048,1280,906.716,1277.628,876.924,-0.0803
mixed,16,8,0.5,4.0,32,1024,1024,4096,2560,1523.932,2235.577,1511.163,-0.0179
mixed,16,8,0.5,4.0,32,1024,2048,8192,5120,2731.933,6280.594,2772.921,0.0116
mixed,16,8,0.5,4.0,32,2048,128,512,320,459.646,571.456,435.647,-0.2146
mixed,16,8,0.5,4.0,32,2048,256,1024,640,588.222,814.652,600.284,0.0533
mixed,16,8,0.5,4.0,32,2048,512,2048,1280,946.367,1309.915,900.86,-0.1252
mixed,16,8,0.5,4.0,32,2048,1024,4096,2560,1554.778,2268.121,1526.556,-0.0396
mixed,16,8,0.5,4.0,32,2048,2048,8192,5120,2761.848,6428.239,2797.817,0.0098
mixed,16,8,0.5,4.0,32,4096,128,512,320,565.054,694.175,547.421,-0.1366
mixed,16,8,0.5,4.0,32,4096,256,1024,640,725.118,946.941,723.359,-0.0079
mixed,16,8,0.5,4.0,32,4096,512,2048,1280,1061.949,1398.81,1017.789,-0.1311
mixed,16,8,0.5,4.0,32,4096,1024,4096,2560,1620.473,2334.809,1587.261,-0.0465
mixed,16,8,0.5,4.0,32,4096,2048,8192,5120,2831.703,6037.615,2861.05,0.0092
mixed,16,8,0.5,4.0,64,0,128,512,320,352.958,472.381,339.329,-0.1141
mixed,16,8,0.5,4.0,64,0,256,1024,640,491.713,750.301,516.032,0.094
mixed,16,8,0.5,4.0,64,0,512,2048,1280,881.148,1260.573,844.285,-0.0972
mixed,16,8,0.5,4.0,64,0,1024,4096,2560,1509.211,2228.156,1479.58,-0.0412
mixed,16,8,0.5,4.0,64,0,2048,8192,5120,2720.055,6114.929,2754.586,0.0102
mixed,16,8,0.5,4.0,64,512,128,512,320,374.111,498.017,357.855,-0.1312
mixed,16,8,0.5,4.0,64,512,256,1024,640,517.279,761.182,536.799,0.08
mixed,16,8,0.5,4.0,64,512,512,2048,1280,890.111,1265.661,858.527,-0.0841
mixed,16,8,0.5,4.0,64,512,1024,4096,2560,1510.843,2227.226,1496.604,-0.0199
mixed,16,8,0.5,4.0,64,512,2048,8192,5120,2723.194,6333.138,2765.881,0.0118
mixed,16,8,0.5,4.0,64,1024,128,512,320,400.064,513.568,382.623,-0.1537
mixed,16,8,0.5,4.0,64,1024,256,1024,640,531.103,782.335,547.199,0.0641
mixed,16,8,0.5,4.0,64,1024,512,2048,1280,910.173,1278.907,878.271,-0.0865
mixed,16,8,0.5,4.0,64,1024,1024,4096,2560,1531.261,2237.175,1512.379,-0.0267
mixed,16,8,0.5,4.0,64,1024,2048,8192,5120,2739.095,6369.422,2784.762,0.0126
mixed,16,8,0.5,4.0,64,2048,128,512,320,462.078,571.424,438.269,-0.2177
mixed,16,8,0.5,4.0,64,2048,256,1024,640,592.608,814.078,603.389,0.0487
mixed,16,8,0.5,4.0,64,2048,512,2048,1280,950.077,1312.827,900.315,-0.1372
mixed,16,8,0.5,4.0,64,2048,1024,4096,2560,1560.559,2275.481,1537.33,-0.0325
mixed,16,8,0.5,4.0,64,2048,2048,8192,5120,2768.703,6442.815,2800.99,0.0088
mixed,16,8,0.5,4.0,64,4096,128,512,320,569.095,694.782,545.95,-0.1841
mixed,16,8,0.5,4.0,64,4096,256,1024,640,723.998,951.612,726.3,0.0101
mixed,16,8,0.5,4.0,64,4096,512,2048,1280,1061.981,1400.571,1016.252,-0.1351
mixed,16,8,0.5,4.0,64,4096,1024,4096,2560,1624.634,2343.386,1586.874,-0.0525
mixed,16,8,0.5,4.0,64,4096,2048,8192,5120,2837.784,6050.355,2859.45,0.0067
mixed,16,8,0.5,4.0,128,0,128,512,320,372.83,494.878,363.967,-0.0726
mixed,16,8,0.5,4.0,128,0,256,1024,640,516.35,763.903,536.894,0.083
mixed,16,8,0.5,4.0,128,0,512,2048,1280,897.246,1278.972,859.069,-0.1
mixed,16,8,0.5,4.0,128,0,1024,4096,2560,1530.972,2253.336,1496.734,-0.0474
mixed,16,8,0.5,4.0,128,0,2048,8192,5120,2748.599,6350.893,2772.279,0.0066
mixed,16,8,0.5,4.0,128,512,128,512,320,409.15,527.102,395.326,-0.1172
mixed,16,8,0.5,4.0,128,512,256,1024,640,545.023,786.462,565.566,0.0851
mixed,16,8,0.5,4.0,128,512,512,2048,1280,915.036,1290.525,892.701,-0.0595
mixed,16,8,0.5,4.0,128,512,1024,4096,2560,1538.714,2254.486,1519.707,-0.0266
mixed,16,8,0.5,4.0,128,512,2048,8192,5120,2755.097,6367.149,2791.608,0.0101
mixed,16,8,0.5,4.0,128,1024,128,512,320,447.966,553.597,429.918,-0.1709
mixed,16,8,0.5,4.0,128,1024,256,1024,640,573.086,818.107,586.974,0.0567
mixed,16,8,0.5,4.0,128,1024,512,2048,1280,936.991,1311.514,911.997,-0.0667
mixed,16,8,0.5,4.0,128,1024,1024,4096,2560,1556.603,2272.315,1541.18,-0.0215
mixed,16,8,0.5,4.0,128,1024,2048,8192,5120,2764.857,6401.068,2806.84,0.0115
mixed,16,8,0.5,4.0,128,2048,128,512,320,523.996,634.27,507.231,-0.152
mixed,16,8,0.5,4.0,128,2048,256,1024,640,663.361,864.577,664.8,0.0072
mixed,16,8,0.5,4.0,128,2048,512,2048,1280,987.968,1349.632,944.257,-0.1209
mixed,16,8,0.5,4.0,128,2048,1024,4096,2560,1597.122,2313.824,1577.695,-0.0271
mixed,16,8,0.5,4.0,128,2048,2048,8192,5120,2802.596,6451.43,2872.097,0.019
mixed,16,8,0.5,4.0,128,4096,128,512,320,676.192,796.573,655.426,-0.1725
mixed,16,8,0.5,4.0,128,4096,256,1024,640,823.904,1041.794,825.697,0.0082
mixed,16,8,0.5,4.0,128,4096,512,2048,1280,1154.465,1471.967,1106.941,-0.1497
mixed,16,8,0.5,4.0,128,4096,1024,4096,2560,1680.028,2376.282,1655.453,-0.0353
mixed,16,8,0.5,4.0,128,4096,2048,8192,5120,2883.191,5744.943,2901.591,0.0064
mixed,16,8,0.5,4.0,256,0,128,512,320,420.446,537.216,406.209,-0.1219
mixed,16,8,0.5,4.0,256,0,256,1024,640,556.318,797.502,576.925,0.0854
mixed,16,8,0.5,4.0,256,0,512,2048,1280,927.518,1320.669,896.093,-0.0799
mixed,16,8,0.5,4.0,256,0,1024,4096,2560,1571.261,2300.472,1539.963,-0.0429
mixed,16,8,0.5,4.0,256,0,2048,8192,5120,2795.801,6372.843,2819.608,0.0067
mixed,16,8,0.5,4.0,256,512,128,512,320,485.055,604.063,468.926,-0.1355
mixed,16,8,0.5,4.0,256,512,256,1024,640,623.517,843.261,641.118,0.0801
mixed,16,8,0.5,4.0,256,512,512,2048,1280,965.949,1340.828,944.861,-0.0563
mixed,16,8,0.5,4.0,256,512,1024,4096,2560,1590.778,2312.313,1576.12,-0.0203
mixed,16,8,0.5,4.0,256,512,2048,8192,5120,2799.449,6420.844,2841.558,0.0116
mixed,16,8,0.5,4.0,256,1024,128,512,320,542.815,648.224,523.165,-0.1864
mixed,16,8,0.5,4.0,256,1024,256,1024,640,673.088,896.54,690.333,0.0772
mixed,16,8,0.5,4.0,256,1024,512,2048,1280,1014.621,1376.283,983.772,-0.0853
mixed,16,8,0.5,4.0,256,1024,1024,4096,2560,1615.996,2333.05,1612.539,-0.0048
mixed,16,8,0.5,4.0,256,1024,2048,8192,5120,2823.961,6437.202,2866.683,0.0118
mixed,16,8,0.5,4.0,256,2048,128,512,320,658.207,768.83,639.485,-0.1692
mixed,16,8,0.5,4.0,256,2048,256,1024,640,792.959,1009.343,803.261,0.0476
mixed,16,8,0.5,4.0,256,2048,512,2048,1280,1117.597,1462.46,1076.989,-0.1178
mixed,16,8,0.5,4.0,256,2048,1024,4096,2560,1706.398,2393.499,1679.355,-0.0394
mixed,16,8,0.5,4.0,256,2048,2048,8192,5120,2869.975,6353.583,2948.28,0.0225
mixed,16,8,0.5,4.0,256,4096,128,512,320,887.2,1011.772,866.749,-0.1642
mixed,16,8,0.5,4.0,256,4096,256,1024,640,1043.134,1252.029,1056.959,0.0662
mixed,16,8,0.5,4.0,256,4096,512,2048,1280,1358.332,1693.818,1319.642,-0.1153
mixed,16,8,0.5,4.0,256,4096,1024,4096,2560,1899.706,2558.553,1836.027,-0.0967
mixed,16,8,0.5,4.0,256,4096,2048,8192,5120,3043.576,5809.972,3046.04,0.0009
mixed,16,8,0.5,4.0,512,0,128,512,320,551.36,667.774,535.134,-0.1394
mixed,16,8,0.5,4.0,512,0,256,1024,640,682.398,896.831,706.365,0.1118
mixed,16,8,0.5,4.0,512,0,512,2048,1280,1019.71,1401.051,1002.142,-0.0461
mixed,16,8,0.5,4.0,512,0,1024,4096,2560,1646.942,2384.503,1640.765,-0.0084
mixed,16,8,0.5,4.0,512,0,2048,8192,5120,2879.862,6496.084,2924.763,0.0124
mixed,16,8,0.5,4.0,512,512,128,512,320,666.206,779.455,645.533,-0.1825
mixed,16,8,0.5,4.0,512,512,256,1024,640,798.653,1016.637,822.236,0.1082
mixed,16,8,0.5,4.0,512,512,512,2048,1280,1130.43,1484.253,1126.846,-0.0101
mixed,16,8,0.5,4.0,512,512,1024,4096,2560,1720.764,2419.354,1709.437,-0.0162
mixed,16,8,0.5,4.0,512,512,2048,8192,5120,2895.16,6336.461,2965.274,0.0204
mixed,16,8,0.5,4.0,512,1024,128,512,320,764.222,875.325,743.808,-0.1837
mixed,16,8,0.5,4.0,512,1024,256,1024,640,896.317,1103.678,910.204,0.067
mixed,16,8,0.5,4.0,512,1024,512,2048,1280,1225.695,1563.294,1214.557,-0.033
mixed,16,8,0.5,4.0,512,1024,1024,4096,2560,1800.669,2488.667,1781.374,-0.028
mixed,16,8,0.5,4.0,512,1024,2048,8192,5120,2943.128,6211.439,2999.61,0.0173
mixed,16,8,0.5,4.0,512,2048,128,512,320,963.742,1080.283,946.943,-0.1441
mixed,16,8,0.5,4.0,512,2048,256,1024,640,1103.167,1308.413,1117.726,0.0709
mixed,16,8,0.5,4.0,512,2048,512,2048,1280,1414.974,1756.028,1393.278,-0.0636
mixed,16,8,0.5,4.0,512,2048,1024,4096,2560,1980.219,2650.842,1951.259,-0.0432
mixed,16,8,0.5,4.0,512,2048,2048,8192,5120,3116.284,5728.308,3134.714,0.0071
mixed,16,8,0.5,4.0,512,4096,128,512,320,1371.741,1502.11,1357.404,-0.11
mixed,16,8,0.5,4.0,512,4096,256,1024,640,1520.959,1721.755,1532.927,0.0596
mixed,16,8,0.5,4.0,512,4096,512,2048,1280,1840.699,2178.43,1807.836,-0.0973
mixed,16,8,0.5,4.0,512,4096,1024,4096,2560,2364.571,3024.412,2314.105,-0.0765
mixed,16,8,0.5,4.0,512,4096,2048,8192,5120,3461.117,5657.464,3422.873,-0.0174
mixed,16,8,0.5,4.0,1024,0,128,512,320,882.08,993.469,868.094,-0.1256
mixed,16,8,0.5,4.0,1024,0,256,1024,640,1008.317,1209.084,1042.91,0.1723
mixed,16,8,0.5,4.0,1024,0,512,2048,1280,1330.779,1676.061,1327.645,-0.0091
mixed,16,8,0.5,4.0,1024,0,1024,4096,2560,1917.402,2594.813,1882.746,-0.0512
mixed,16,8,0.5,4.0,1024,0,2048,8192,5120,3082.713,6160.02,3092.279,0.0031
mixed,16,8,0.5,4.0,1024,512,128,512,320,1091.612,1196.317,1078.715,-0.1232
mixed,16,8,0.5,4.0,1024,512,256,1024,640,1206.844,1417.597,1227.518,0.0981
mixed,16,8,0.5,4.0,1024,512,512,2048,1280,1527.741,1876.957,1532.733,0.0143
mixed,16,8,0.5,4.0,1024,512,1024,4096,2560,2100.281,2768.28,2103.865,0.0054
mixed,16,8,0.5,4.0,1024,512,2048,8192,5120,3230.039,6062.835,3230.104,0.0
mixed,16,8,0.5,4.0,1024,1024,128,512,320,1275.42,1376.605,1259.452,-0.1578
mixed,16,8,0.5,4.0,1024,1024,256,1024,640,1394.429,1608.827,1416.188,0.1015
mixed,16,8,0.5,4.0,1024,1024,512,2048,1280,1727.1,2056.67,1720.797,-0.0191
mixed,16,8,0.5,4.0,1024,1024,1024,4096,2560,2279.224,2937.883,2283.261,0.0061
mixed,16,8,0.5,4.0,1024,1024,2048,8192,5120,3397.079,5840.309,3365.563,-0.0129
mixed,16,8,0.5,4.0,1024,2048,128,512,320,1651.166,1761.116,1620.221,-0.2814
mixed,16,8,0.5,4.0,1024,2048,256,1024,640,1781.339,1985.213,1804.091,0.1116
mixed,16,8,0.5,4.0,1024,2048,512,2048,1280,2091.195,2450.202,2073.789,-0.0485
mixed,16,8,0.5,4.0,1024,2048,1024,4096,2560,2665.21,3288.663,2655.098,-0.0162
mixed,16,8,0.5,4.0,1024,2048,2048,8192,5120,3724.791,5599.925,3717.241,-0.004
mixed,16,8,0.5,4.0,1024,4096,128,512,320,2407.962,2523.449,2385.115,-0.1978
mixed,16,8,0.5,4.0,1024,4096,256,1024,640,2552.541,2766.749,2572.57,0.0935
mixed,16,8,0.5,4.0,1024,4096,512,2048,1280,2875.228,3208.407,2857.691,-0.0526
mixed,16,8,0.5,4.0,1024,4096,1024,4096,2560,3420.473,4142.169,3371.191,-0.0683
mixed,16,8,0.5,4.0,1024,4096,2048,8192,5120,4494.709,5966.896,4483.127,-0.0079
mixed,16,8,0.5,4.0,2048,0,128,512,320,1907.675,1972.221,1845.949,-0.9563
mixed,16,8,0.5,4.0,2048,0,256,1024,640,1985.405,2238.136,2014.843,0.1165
mixed,16,8,0.5,4.0,2048,0,512,2048,1280,2299.452,2649.721,2305.399,0.017
mixed,16,8,0.5,4.0,2048,0,1024,4096,2560,2869.531,3569.621,2853.371,-0.0231
mixed,16,8,0.5,4.0,2048,0,2048,8192,5120,3996.917,5971.283,3925.529,-0.0362
mixed,16,8,0.5,4.0,2048,512,128,512,320,2248.059,2356.283,2226.937,-0.1952
mixed,16,8,0.5,4.0,2048,512,256,1024,640,2369.563,2555.709,2386.97,0.0935
mixed,16,8,0.5,4.0,2048,512,512,2048,1280,2678.873,3031.353,2677.495,-0.0039
mixed,16,8,0.5,4.0,2048,512,1024,4096,2560,3375.447,3914.931,3250.965,-0.2307
mixed,16,8,0.5,4.0,2048,512,2048,8192,5120,4339.953,6147.084,4490.992,0.0836
mixed,16,8,0.5,4.0,2048,1024,128,512,320,2724.217,2706.838,2647.865,
mixed,16,8,0.5,4.0,2048,1024,256,1024,640,2720.182,2913.108,2736.056,0.0823
mixed,16,8,0.5,4.0,2048,1024,512,2048,1280,3030.485,3442.932,3026.677,-0.0092
mixed,16,8,0.5,4.0,2048,1024,1024,4096,2560,3693.043,4363.184,3598.386,-0.1412
mixed,16,8,0.5,4.0,2048,1024,2048,8192,5120,4696.495,6270.312,4796.466,0.0635
mixed,16,8,0.5,4.0,2048,2048,128,512,320,3398.132,3418.93,3425.524,1.317
mixed,16,8,0.5,4.0,2048,2048,256,1024,640,3446.069,3650.868,3466.165,0.0981
mixed,16,8,0.5,4.0,2048,2048,512,2048,1280,3758.675,4148.115,3759.985,0.0034
mixed,16,8,0.5,4.0,2048,2048,1024,4096,2560,4316.85,4974.255,4306.161,-0.0163
mixed,16,8,0.5,4.0,2048,2048,2048,8192,5120,5406.575,6797.931,5434.252,0.0199
mixed,16,8,0.5,4.0,2048,4096,128,512,320,4804.558,5177.168,4787.661,-0.0453
mixed,16,8,0.5,4.0,2048,4096,256,1024,640,5094.221,5139.086,5144.336,1.117
mixed,16,8,0.5,4.0,2048,4096,512,2048,1280,5252.145,5590.317,5498.702,0.7291
mixed,16,8,0.5,4.0,2048,4096,1024,4096,2560,5796.845,6438.891,5752.881,-0.0685
mixed,16,8,0.5,4.0,2048,4096,2048,8192,5120,7040.329,8327.909,7148.966,0.0844
mixed,16,8,0.5,4.0,4096,0,128,512,320,5249.261,5205.777,4963.6,
mixed,16,8,0.5,4.0,4096,0,256,1024,640,5301.999,5264.207,5392.979,
mixed,16,8,0.5,4.0,4096,0,512,2048,1280,5409.458,6087.09,5661.682,0.3722
mixed,16,8,0.5,4.0,4096,0,1024,4096,2560,6457.842,6926.191,6264.818,-0.4121
mixed,16,8,0.5,4.0,4096,0,2048,8192,5120,7456.079,9225.257,7717.901,0.148
mixed,16,8,0.5,4.0,4096,512,128,512,320,6540.06,6610.047,6231.615,-4.4072
mixed,16,8,0.5,4.0,4096,512,256,1024,640,6215.778,6608.255,6186.526,-0.0745
mixed,16,8,0.5,4.0,4096,512,512,2048,1280,6915.227,6892.8,6463.969,
mixed,16,8,0.5,4.0,4096,512,1024,4096,2560,7096.639,7831.671,7117.116,0.0279
