pc,n_label,skew_rate_label,kv_big_label,kp_label,alpha,n_samples
0,n<=4,sr<=40%,kvB<=1k,kp=0,0.3037,4
0,n<=4,sr<=40%,kvB<=4k,kp=0,-0.016,3
0,n<=4,sr<=40%,kvB<=8k,kp=0,0.0124,1
0,n<=4,sr<=70%,kvB<=1k,kp=0,0.1218,2
0,n<=4,sr<=70%,kvB<=4k,kp=0,-0.1095,2
0,n<=4,sr<=70%,kvB<=8k,kp=0,-0.0423,1
0,n<=4,sr>70%,kvB<=1k,kp=0,0.53,2
0,n<=4,sr>70%,kvB<=4k,kp=0,0.5088,2
0,n<=4,sr>70%,kvB<=8k,kp=0,0.2419,1
0,n<=64,sr<=15%,kvB<=1k,kp=0,0.0513,4
0,n<=64,sr<=15%,kvB<=4k,kp=0,0.0605,4
0,n<=64,sr<=15%,kvB<=8k,kp=0,0.0463,2
0,n<=64,sr<=40%,kvB<=1k,kp=0,0.0723,2
0,n<=64,sr<=40%,kvB<=4k,kp=0,0.0095,2
0,n<=64,sr<=40%,kvB<=8k,kp=0,0.0184,1
0,n<=64,sr<=5%,kvB<=1k,kp=0,0.0252,6
0,n<=64,sr<=5%,kvB<=4k,kp=0,0.0535,6
0,n<=64,sr<=5%,kvB<=8k,kp=0,0.0489,3
0,n<=64,sr<=70%,kvB<=1k,kp=0,0.0168,2
0,n<=64,sr<=70%,kvB<=4k,kp=0,-0.0422,2
0,n<=64,sr<=70%,kvB<=8k,kp=0,-0.0166,1
0,n<=64,sr>70%,kvB<=1k,kp=0,0.118,4
0,n<=64,sr>70%,kvB<=4k,kp=0,-0.0307,4
0,n<=64,sr>70%,kvB<=8k,kp=0,-0.0399,2
0,n<=8,sr<=15%,kvB<=1k,kp=0,0.1736,2
0,n<=8,sr<=15%,kvB<=4k,kp=0,0.0195,2
0,n<=8,sr<=15%,kvB<=8k,kp=0,-0.0474,1
0,n<=8,sr<=40%,kvB<=1k,kp=0,0.1932,4
0,n<=8,sr<=40%,kvB<=4k,kp=0,0.0154,4
0,n<=8,sr<=40%,kvB<=8k,kp=0,-0.0188,2
0,n<=8,sr<=70%,kvB<=1k,kp=0,0.0018,2
0,n<=8,sr<=70%,kvB<=4k,kp=0,0.0185,2
0,n<=8,sr<=70%,kvB<=8k,kp=0,-0.1151,1
0,n<=8,sr>70%,kvB<=1k,kp=0,0.5006,4
0,n<=8,sr>70%,kvB<=4k,kp=0,-0.0484,4
0,n<=8,sr>70%,kvB<=8k,kp=0,0.0621,2
16,n<=16,sr<=15%,kvB<=1k,kp<=1k,0.0962,4
16,n<=16,sr<=15%,kvB<=1k,kp<=2k,0.0462,4
16,n<=16,sr<=15%,kvB<=1k,kp<=4k,0.0747,4
16,n<=16,sr<=15%,kvB<=1k,kp<=512,0.1282,4
16,n<=16,sr<=15%,kvB<=1k,kp=0,0.168,4
16,n<=16,sr<=15%,kvB<=4k,kp<=1k,0.169,4
16,n<=16,sr<=15%,kvB<=4k,kp<=2k,0.127,4
16,n<=16,sr<=15%,kvB<=4k,kp<=4k,0.0063,4
16,n<=16,sr<=15%,kvB<=4k,kp<=512,0.1653,4
16,n<=16,sr<=15%,kvB<=4k,kp=0,0.1459,4
16,n<=16,sr<=15%,kvB<=8k,kp<=1k,0.1432,2
16,n<=16,sr<=15%,kvB<=8k,kp<=2k,0.15,2
16,n<=16,sr<=15%,kvB<=8k,kp<=4k,0.1135,2
16,n<=16,sr<=15%,kvB<=8k,kp<=512,0.1403,2
16,n<=16,sr<=15%,kvB<=8k,kp=0,0.1399,2
16,n<=16,sr<=40%,kvB<=1k,kp<=1k,0.2175,4
16,n<=16,sr<=40%,kvB<=1k,kp<=2k,0.1666,4
16,n<=16,sr<=40%,kvB<=1k,kp<=4k,0.1788,4
16,n<=16,sr<=40%,kvB<=1k,kp<=512,0.2395,4
16,n<=16,sr<=40%,kvB<=1k,kp=0,0.2598,4
16,n<=16,sr<=40%,kvB<=4k,kp<=1k,0.1523,4
16,n<=16,sr<=40%,kvB<=4k,kp<=2k,0.101,4
16,n<=16,sr<=40%,kvB<=4k,kp<=4k,0.0641,4
16,n<=16,sr<=40%,kvB<=4k,kp<=512,0.1264,4
16,n<=16,sr<=40%,kvB<=4k,kp=0,0.1081,4
16,n<=16,sr<=40%,kvB<=8k,kp<=1k,0.2075,2
16,n<=16,sr<=40%,kvB<=8k,kp<=2k,0.2133,2
16,n<=16,sr<=40%,kvB<=8k,kp<=4k,0.2458,2
16,n<=16,sr<=40%,kvB<=8k,kp<=512,0.1745,2
16,n<=16,sr<=40%,kvB<=8k,kp=0,0.1471,2
16,n<=16,sr<=70%,kvB<=1k,kp<=1k,0.1052,2
16,n<=16,sr<=70%,kvB<=1k,kp<=2k,0.0374,2
16,n<=16,sr<=70%,kvB<=1k,kp<=4k,0.0254,2
16,n<=16,sr<=70%,kvB<=1k,kp<=512,0.1748,2
16,n<=16,sr<=70%,kvB<=1k,kp=0,0.1301,2
16,n<=16,sr<=70%,kvB<=4k,kp<=1k,0.1484,2
16,n<=16,sr<=70%,kvB<=4k,kp<=2k,0.199,2
16,n<=16,sr<=70%,kvB<=4k,kp<=4k,0.024,2
16,n<=16,sr<=70%,kvB<=4k,kp<=512,0.1241,2
16,n<=16,sr<=70%,kvB<=4k,kp=0,0.0722,2
16,n<=16,sr<=70%,kvB<=8k,kp<=1k,0.5453,1
16,n<=16,sr<=70%,kvB<=8k,kp<=2k,0.389,1
16,n<=16,sr<=70%,kvB<=8k,kp<=4k,0.6724,1
16,n<=16,sr<=70%,kvB<=8k,kp<=512,0.5249,1
16,n<=16,sr<=70%,kvB<=8k,kp=0,0.3044,1
16,n<=16,sr>70%,kvB<=1k,kp<=1k,0.5991,4
16,n<=16,sr>70%,kvB<=1k,kp<=2k,0.4673,4
16,n<=16,sr>70%,kvB<=1k,kp<=4k,0.3511,4
16,n<=16,sr>70%,kvB<=1k,kp<=512,0.6372,4
16,n<=16,sr>70%,kvB<=1k,kp=0,0.4204,4
16,n<=16,sr>70%,kvB<=4k,kp<=1k,0.6054,4
16,n<=16,sr>70%,kvB<=4k,kp<=2k,0.7956,4
16,n<=16,sr>70%,kvB<=4k,kp<=4k,0.8493,4
16,n<=16,sr>70%,kvB<=4k,kp<=512,0.5564,4
16,n<=16,sr>70%,kvB<=4k,kp=0,0.3653,4
16,n<=16,sr>70%,kvB<=8k,kp<=1k,1.4073,2
16,n<=16,sr>70%,kvB<=8k,kp<=2k,1.0232,2
16,n<=16,sr>70%,kvB<=8k,kp<=4k,1.7981,2
16,n<=16,sr>70%,kvB<=8k,kp<=512,1.3997,2
16,n<=16,sr>70%,kvB<=8k,kp=0,0.4693,2
16,n<=2,sr<=70%,kvB<=1k,kp<=1k,-0.8881,2
16,n<=2,sr<=70%,kvB<=1k,kp<=2k,-0.8644,2
16,n<=2,sr<=70%,kvB<=1k,kp<=4k,-0.8456,2
16,n<=2,sr<=70%,kvB<=1k,kp<=512,-0.3949,2
16,n<=2,sr<=70%,kvB<=1k,kp=0,0.9524,2
16,n<=2,sr<=70%,kvB<=4k,kp<=1k,0.7819,2
16,n<=2,sr<=70%,kvB<=4k,kp<=2k,0.0705,2
16,n<=2,sr<=70%,kvB<=4k,kp<=4k,-0.9519,2
16,n<=2,sr<=70%,kvB<=4k,kp<=512,0.9765,2
16,n<=2,sr<=70%,kvB<=4k,kp=0,1.0032,2
16,n<=2,sr<=70%,kvB<=8k,kp<=1k,0.9801,1
16,n<=2,sr<=70%,kvB<=8k,kp<=2k,0.9481,1
16,n<=2,sr<=70%,kvB<=8k,kp<=4k,0.316,1
16,n<=2,sr<=70%,kvB<=8k,kp<=512,0.9851,1
16,n<=2,sr<=70%,kvB<=8k,kp=0,0.9959,1
16,n<=32,sr<=15%,kvB<=1k,kp<=1k,0.051,6
16,n<=32,sr<=15%,kvB<=1k,kp<=2k,0.0591,6
16,n<=32,sr<=15%,kvB<=1k,kp<=4k,0.0621,6
16,n<=32,sr<=15%,kvB<=1k,kp<=512,0.0747,6
16,n<=32,sr<=15%,kvB<=1k,kp=0,0.0965,6
16,n<=32,sr<=15%,kvB<=4k,kp<=1k,0.0542,6
16,n<=32,sr<=15%,kvB<=4k,kp<=2k,0.0496,6
16,n<=32,sr<=15%,kvB<=4k,kp<=4k,0.0363,6
16,n<=32,sr<=15%,kvB<=4k,kp<=512,0.0484,6
16,n<=32,sr<=15%,kvB<=4k,kp=0,0.0936,6
16,n<=32,sr<=15%,kvB<=8k,kp<=1k,0.1064,3
16,n<=32,sr<=15%,kvB<=8k,kp<=2k,0.1074,3
16,n<=32,sr<=15%,kvB<=8k,kp<=4k,0.1175,3
16,n<=32,sr<=15%,kvB<=8k,kp<=512,0.1016,3
16,n<=32,sr<=15%,kvB<=8k,kp=0,0.1471,3
16,n<=32,sr<=40%,kvB<=1k,kp<=1k,0.1546,2
16,n<=32,sr<=40%,kvB<=1k,kp<=2k,0.1488,2
16,n<=32,sr<=40%,kvB<=1k,kp<=4k,0.1604,2
16,n<=32,sr<=40%,kvB<=1k,kp<=512,0.1704,2
16,n<=32,sr<=40%,kvB<=1k,kp=0,0.1968,2
16,n<=32,sr<=40%,kvB<=4k,kp<=1k,0.0578,2
16,n<=32,sr<=40%,kvB<=4k,kp<=2k,0.0748,2
16,n<=32,sr<=40%,kvB<=4k,kp<=4k,0.0994,2
16,n<=32,sr<=40%,kvB<=4k,kp<=512,0.0365,2
16,n<=32,sr<=40%,kvB<=4k,kp=0,0.1497,2
16,n<=32,sr<=40%,kvB<=8k,kp<=1k,0.1622,1
16,n<=32,sr<=40%,kvB<=8k,kp<=2k,0.1707,1
16,n<=32,sr<=40%,kvB<=8k,kp<=4k,0.2185,1
16,n<=32,sr<=40%,kvB<=8k,kp<=512,0.1663,1
16,n<=32,sr<=40%,kvB<=8k,kp=0,0.2732,1
16,n<=32,sr<=5%,kvB<=1k,kp<=1k,0.0106,2
16,n<=32,sr<=5%,kvB<=1k,kp<=2k,0.0215,2
16,n<=32,sr<=5%,kvB<=1k,kp<=4k,0.0135,2
16,n<=32,sr<=5%,kvB<=1k,kp<=512,0.0416,2
16,n<=32,sr<=5%,kvB<=1k,kp=0,0.058,2
16,n<=32,sr<=5%,kvB<=4k,kp<=1k,0.0515,2
16,n<=32,sr<=5%,kvB<=4k,kp<=2k,0.0385,2
16,n<=32,sr<=5%,kvB<=4k,kp<=4k,0.0293,2
16,n<=32,sr<=5%,kvB<=4k,kp<=512,0.0511,2
16,n<=32,sr<=5%,kvB<=4k,kp=0,0.0854,2
16,n<=32,sr<=5%,kvB<=8k,kp<=1k,0.0557,1
16,n<=32,sr<=5%,kvB<=8k,kp<=2k,0.0542,1
16,n<=32,sr<=5%,kvB<=8k,kp<=4k,0.0586,1
16,n<=32,sr<=5%,kvB<=8k,kp<=512,0.0511,1
16,n<=32,sr<=5%,kvB<=8k,kp=0,0.0787,1
16,n<=32,sr<=70%,kvB<=1k,kp<=1k,0.04,2
16,n<=32,sr<=70%,kvB<=1k,kp<=2k,-0.0032,2
16,n<=32,sr<=70%,kvB<=1k,kp<=4k,0.0486,2
16,n<=32,sr<=70%,kvB<=1k,kp<=512,0.0263,2
16,n<=32,sr<=70%,kvB<=1k,kp=0,0.0132,2
16,n<=32,sr<=70%,kvB<=4k,kp<=1k,0.2461,2
16,n<=32,sr<=70%,kvB<=4k,kp<=2k,0.3845,2
16,n<=32,sr<=70%,kvB<=4k,kp<=4k,0.568,2
16,n<=32,sr<=70%,kvB<=4k,kp<=512,0.267,2
16,n<=32,sr<=70%,kvB<=4k,kp=0,0.4523,2
16,n<=32,sr<=70%,kvB<=8k,kp<=1k,0.1786,1
16,n<=32,sr<=70%,kvB<=8k,kp<=2k,0.2119,1
16,n<=32,sr<=70%,kvB<=8k,kp<=4k,0.2706,1
16,n<=32,sr<=70%,kvB<=8k,kp<=512,0.2678,1
16,n<=32,sr<=70%,kvB<=8k,kp=0,0.4299,1
16,n<=32,sr>70%,kvB<=1k,kp<=1k,0.3884,4
16,n<=32,sr>70%,kvB<=1k,kp<=2k,0.4616,4
16,n<=32,sr>70%,kvB<=1k,kp<=4k,0.5649,4
16,n<=32,sr>70%,kvB<=1k,kp<=512,0.4072,4
16,n<=32,sr>70%,kvB<=1k,kp=0,0.5691,4
16,n<=32,sr>70%,kvB<=4k,kp<=1k,1.1394,4
16,n<=32,sr>70%,kvB<=4k,kp<=2k,1.289,4
16,n<=32,sr>70%,kvB<=4k,kp<=4k,2.2404,4
16,n<=32,sr>70%,kvB<=4k,kp<=512,1.0668,4
16,n<=32,sr>70%,kvB<=4k,kp=0,2.2747,4
16,n<=32,sr>70%,kvB<=8k,kp<=1k,0.4884,2
16,n<=32,sr>70%,kvB<=8k,kp<=2k,0.4639,2
16,n<=32,sr>70%,kvB<=8k,kp<=4k,0.5109,2
16,n<=32,sr>70%,kvB<=8k,kp<=512,0.4901,2
16,n<=32,sr>70%,kvB<=8k,kp=0,1.0532,2
16,n<=4,sr<=40%,kvB<=1k,kp<=1k,-0.0127,2
16,n<=4,sr<=40%,kvB<=1k,kp<=2k,-0.0235,2
16,n<=4,sr<=40%,kvB<=1k,kp<=4k,-0.0194,2
16,n<=4,sr<=40%,kvB<=1k,kp<=512,0.6606,2
16,n<=4,sr<=40%,kvB<=1k,kp=0,0.5227,5
16,n<=4,sr<=40%,kvB<=4k,kp<=1k,0.6477,2
16,n<=4,sr<=40%,kvB<=4k,kp<=2k,0.5915,2
16,n<=4,sr<=40%,kvB<=4k,kp<=4k,-0.2428,2
16,n<=4,sr<=40%,kvB<=4k,kp<=512,0.5717,2
16,n<=4,sr<=40%,kvB<=4k,kp=0,0.3224,3
16,n<=4,sr<=40%,kvB<=8k,kp<=1k,0.4736,1
16,n<=4,sr<=40%,kvB<=8k,kp<=2k,0.5842,1
16,n<=4,sr<=40%,kvB<=8k,kp<=4k,0.5249,1
16,n<=4,sr<=40%,kvB<=8k,kp<=512,0.4135,1
16,n<=4,sr<=40%,kvB<=8k,kp=0,0.3179,1
16,n<=4,sr<=70%,kvB<=1k,kp<=1k,-1.065,2
16,n<=4,sr<=70%,kvB<=1k,kp<=2k,-0.7388,2
16,n<=4,sr<=70%,kvB<=1k,kp<=4k,-0.5329,2
16,n<=4,sr<=70%,kvB<=1k,kp<=512,0.8263,2
16,n<=4,sr<=70%,kvB<=1k,kp=0,0.7378,4
16,n<=4,sr<=70%,kvB<=4k,kp<=1k,0.9525,2
16,n<=4,sr<=70%,kvB<=4k,kp<=2k,0.9268,2
16,n<=4,sr<=70%,kvB<=4k,kp<=4k,-0.8739,2
16,n<=4,sr<=70%,kvB<=4k,kp<=512,0.6546,2
16,n<=4,sr<=70%,kvB<=4k,kp=0,0.4571,2
16,n<=4,sr<=70%,kvB<=8k,kp<=1k,0.4363,1
16,n<=4,sr<=70%,kvB<=8k,kp<=2k,0.8002,1
16,n<=4,sr<=70%,kvB<=8k,kp<=4k,0.7684,1
16,n<=4,sr<=70%,kvB<=8k,kp<=512,0.3509,1
16,n<=4,sr<=70%,kvB<=8k,kp=0,0.3916,1
16,n<=4,sr>70%,kvB<=1k,kp<=1k,-1.0559,2
16,n<=4,sr>70%,kvB<=1k,kp<=2k,-0.2778,2
16,n<=4,sr>70%,kvB<=1k,kp<=4k,-0.5291,2
16,n<=4,sr>70%,kvB<=1k,kp<=512,0.7949,2
16,n<=4,sr>70%,kvB<=1k,kp=0,0.8992,2
16,n<=4,sr>70%,kvB<=4k,kp<=1k,0.9908,2
16,n<=4,sr>70%,kvB<=4k,kp<=2k,0.9522,2
16,n<=4,sr>70%,kvB<=4k,kp<=4k,-1.0287,2
16,n<=4,sr>70%,kvB<=4k,kp<=512,0.9426,2
16,n<=4,sr>70%,kvB<=4k,kp=0,0.911,2
16,n<=4,sr>70%,kvB<=8k,kp<=1k,0.9957,1
16,n<=4,sr>70%,kvB<=8k,kp<=2k,0.9468,1
16,n<=4,sr>70%,kvB<=8k,kp<=4k,0.9673,1
16,n<=4,sr>70%,kvB<=8k,kp<=512,0.9747,1
16,n<=4,sr>70%,kvB<=8k,kp=0,0.9565,1
16,n<=8,sr<=15%,kvB<=1k,kp<=1k,0.1698,2
16,n<=8,sr<=15%,kvB<=1k,kp<=2k,0.057,2
16,n<=8,sr<=15%,kvB<=1k,kp<=4k,0.0313,2
16,n<=8,sr<=15%,kvB<=1k,kp<=512,0.1852,2
16,n<=8,sr<=15%,kvB<=1k,kp=0,0.2588,5
16,n<=8,sr<=15%,kvB<=4k,kp<=1k,0.299,2
16,n<=8,sr<=15%,kvB<=4k,kp<=2k,0.2255,2
16,n<=8,sr<=15%,kvB<=4k,kp<=4k,-0.0112,2
16,n<=8,sr<=15%,kvB<=4k,kp<=512,0.2382,2
16,n<=8,sr<=15%,kvB<=4k,kp=0,0.1737,3
16,n<=8,sr<=15%,kvB<=8k,kp<=1k,0.1863,1
16,n<=8,sr<=15%,kvB<=8k,kp<=2k,0.2553,1
16,n<=8,sr<=15%,kvB<=8k,kp<=4k,0.1914,1
16,n<=8,sr<=15%,kvB<=8k,kp<=512,0.1835,1
16,n<=8,sr<=15%,kvB<=8k,kp=0,0.148,1
16,n<=8,sr<=40%,kvB<=1k,kp<=1k,0.1236,4
16,n<=8,sr<=40%,kvB<=1k,kp<=2k,0.0424,4
16,n<=8,sr<=40%,kvB<=1k,kp<=4k,0.0452,4
16,n<=8,sr<=40%,kvB<=1k,kp<=512,0.2283,4
16,n<=8,sr<=40%,kvB<=1k,kp=0,0.2344,4
16,n<=8,sr<=40%,kvB<=4k,kp<=1k,0.2151,4
16,n<=8,sr<=40%,kvB<=4k,kp<=2k,0.1717,4
16,n<=8,sr<=40%,kvB<=4k,kp<=4k,0.0405,4
16,n<=8,sr<=40%,kvB<=4k,kp<=512,0.1912,4
16,n<=8,sr<=40%,kvB<=4k,kp=0,0.1272,4
16,n<=8,sr<=40%,kvB<=8k,kp<=1k,0.1656,2
16,n<=8,sr<=40%,kvB<=8k,kp<=2k,0.1921,2
16,n<=8,sr<=40%,kvB<=8k,kp<=4k,0.1904,2
16,n<=8,sr<=40%,kvB<=8k,kp<=512,0.151,2
16,n<=8,sr<=40%,kvB<=8k,kp=0,0.0961,2
16,n<=8,sr<=70%,kvB<=1k,kp<=1k,0.1609,2
16,n<=8,sr<=70%,kvB<=1k,kp<=2k,-0.0924,2
16,n<=8,sr<=70%,kvB<=1k,kp<=4k,-0.212,2
16,n<=8,sr<=70%,kvB<=1k,kp<=512,0.1618,2
16,n<=8,sr<=70%,kvB<=1k,kp=0,0.1302,2
16,n<=8,sr<=70%,kvB<=4k,kp<=1k,0.2024,2
16,n<=8,sr<=70%,kvB<=4k,kp<=2k,0.2232,2
16,n<=8,sr<=70%,kvB<=4k,kp<=4k,-0.022,2
16,n<=8,sr<=70%,kvB<=4k,kp<=512,0.0899,2
16,n<=8,sr<=70%,kvB<=4k,kp=0,0.0027,2
16,n<=8,sr<=70%,kvB<=8k,kp<=1k,0.0336,1
16,n<=8,sr<=70%,kvB<=8k,kp<=2k,0.1827,1
16,n<=8,sr<=70%,kvB<=8k,kp<=4k,0.2542,1
16,n<=8,sr<=70%,kvB<=8k,kp<=512,0.0419,1
16,n<=8,sr<=70%,kvB<=8k,kp=0,0.0071,1
16,n<=8,sr>70%,kvB<=1k,kp<=1k,0.6202,4
16,n<=8,sr>70%,kvB<=1k,kp<=2k,0.5068,4
16,n<=8,sr>70%,kvB<=1k,kp<=4k,-0.0129,4
16,n<=8,sr>70%,kvB<=1k,kp<=512,0.5353,4
16,n<=8,sr>70%,kvB<=1k,kp=0,0.2844,4
16,n<=8,sr>70%,kvB<=4k,kp<=1k,0.0419,4
16,n<=8,sr>70%,kvB<=4k,kp<=2k,0.1476,4
16,n<=8,sr>70%,kvB<=4k,kp<=4k,0.1805,4
16,n<=8,sr>70%,kvB<=4k,kp<=512,-0.1128,4
16,n<=8,sr>70%,kvB<=4k,kp=0,-0.3457,4
16,n<=8,sr>70%,kvB<=8k,kp<=1k,-0.2549,2
16,n<=8,sr>70%,kvB<=8k,kp<=2k,-0.1804,2
16,n<=8,sr>70%,kvB<=8k,kp<=4k,0.0645,2
16,n<=8,sr>70%,kvB<=8k,kp<=512,-0.298,2
16,n<=8,sr>70%,kvB<=8k,kp=0,-0.4643,2
32,n<=16,sr<=15%,kvB<=1k,kp<=1k,0.0954,4
32,n<=16,sr<=15%,kvB<=1k,kp<=2k,0.0462,4
32,n<=16,sr<=15%,kvB<=1k,kp<=4k,0.0725,4
32,n<=16,sr<=15%,kvB<=1k,kp<=512,0.1301,4
32,n<=16,sr<=15%,kvB<=1k,kp=0,0.1664,4
32,n<=16,sr<=15%,kvB<=4k,kp<=1k,0.1696,4
32,n<=16,sr<=15%,kvB<=4k,kp<=2k,0.1298,4
32,n<=16,sr<=15%,kvB<=4k,kp<=4k,0.0058,4
32,n<=16,sr<=15%,kvB<=4k,kp<=512,0.1664,4
32,n<=16,sr<=15%,kvB<=4k,kp=0,0.1461,4
32,n<=16,sr<=15%,kvB<=8k,kp<=1k,0.14,2
32,n<=16,sr<=15%,kvB<=8k,kp<=2k,0.1487,2
32,n<=16,sr<=15%,kvB<=8k,kp<=4k,0.1133,2
32,n<=16,sr<=15%,kvB<=8k,kp<=512,0.1434,2
32,n<=16,sr<=15%,kvB<=8k,kp=0,0.1412,2
32,n<=16,sr<=40%,kvB<=1k,kp<=1k,0.2117,4
32,n<=16,sr<=40%,kvB<=1k,kp<=2k,0.1704,4
32,n<=16,sr<=40%,kvB<=1k,kp<=4k,0.1736,4
32,n<=16,sr<=40%,kvB<=1k,kp<=512,0.2404,4
32,n<=16,sr<=40%,kvB<=1k,kp=0,0.2602,4
32,n<=16,sr<=40%,kvB<=4k,kp<=1k,0.1543,4
32,n<=16,sr<=40%,kvB<=4k,kp<=2k,0.1019,4
32,n<=16,sr<=40%,kvB<=4k,kp<=4k,0.0625,4
32,n<=16,sr<=40%,kvB<=4k,kp<=512,0.1294,4
32,n<=16,sr<=40%,kvB<=4k,kp=0,0.1064,4
32,n<=16,sr<=40%,kvB<=8k,kp<=1k,0.2101,2
32,n<=16,sr<=40%,kvB<=8k,kp<=2k,0.2165,2
32,n<=16,sr<=40%,kvB<=8k,kp<=4k,0.2363,2
32,n<=16,sr<=40%,kvB<=8k,kp<=512,0.1772,2
32,n<=16,sr<=40%,kvB<=8k,kp=0,0.1554,2
32,n<=16,sr<=70%,kvB<=1k,kp<=1k,0.0997,2
32,n<=16,sr<=70%,kvB<=1k,kp<=2k,0.0311,2
32,n<=16,sr<=70%,kvB<=1k,kp<=4k,0.0272,2
32,n<=16,sr<=70%,kvB<=1k,kp<=512,0.1808,2
32,n<=16,sr<=70%,kvB<=1k,kp=0,0.1308,2
32,n<=16,sr<=70%,kvB<=4k,kp<=1k,0.1566,2
32,n<=16,sr<=70%,kvB<=4k,kp<=2k,0.1976,2
32,n<=16,sr<=70%,kvB<=4k,kp<=4k,0.0248,2
32,n<=16,sr<=70%,kvB<=4k,kp<=512,0.1269,2
32,n<=16,sr<=70%,kvB<=4k,kp=0,0.0769,2
32,n<=16,sr<=70%,kvB<=8k,kp<=1k,0.5518,1
32,n<=16,sr<=70%,kvB<=8k,kp<=2k,0.4068,1
32,n<=16,sr<=70%,kvB<=8k,kp<=4k,0.6634,1
32,n<=16,sr<=70%,kvB<=8k,kp<=512,0.5232,1
32,n<=16,sr<=70%,kvB<=8k,kp=0,0.277,1
32,n<=16,sr>70%,kvB<=1k,kp<=1k,0.6017,4
32,n<=16,sr>70%,kvB<=1k,kp<=2k,0.4724,4
32,n<=16,sr>70%,kvB<=1k,kp<=4k,0.3722,4
32,n<=16,sr>70%,kvB<=1k,kp<=512,0.648,4
32,n<=16,sr>70%,kvB<=1k,kp=0,0.4266,4
32,n<=16,sr>70%,kvB<=4k,kp<=1k,0.6184,4
32,n<=16,sr>70%,kvB<=4k,kp<=2k,0.8067,4
32,n<=16,sr>70%,kvB<=4k,kp<=4k,0.8434,4
32,n<=16,sr>70%,kvB<=4k,kp<=512,0.5843,4
32,n<=16,sr>70%,kvB<=4k,kp=0,0.3731,4
32,n<=16,sr>70%,kvB<=8k,kp<=1k,1.4394,2
32,n<=16,sr>70%,kvB<=8k,kp<=2k,1.1845,2
32,n<=16,sr>70%,kvB<=8k,kp<=4k,1.8813,2
32,n<=16,sr>70%,kvB<=8k,kp<=512,1.2581,2
32,n<=16,sr>70%,kvB<=8k,kp=0,0.5586,2
32,n<=2,sr<=70%,kvB<=1k,kp<=1k,-0.9336,2
32,n<=2,sr<=70%,kvB<=1k,kp<=2k,-0.9169,2
32,n<=2,sr<=70%,kvB<=1k,kp<=4k,-0.8574,2
32,n<=2,sr<=70%,kvB<=1k,kp<=512,-0.3578,2
32,n<=2,sr<=70%,kvB<=1k,kp=0,0.9339,2
32,n<=2,sr<=70%,kvB<=4k,kp<=1k,0.7907,2
32,n<=2,sr<=70%,kvB<=4k,kp<=2k,0.0765,2
32,n<=2,sr<=70%,kvB<=4k,kp<=4k,-0.9477,2
32,n<=2,sr<=70%,kvB<=4k,kp<=512,0.9652,2
32,n<=2,sr<=70%,kvB<=4k,kp=0,0.991,2
32,n<=2,sr<=70%,kvB<=8k,kp<=1k,0.9672,1
32,n<=2,sr<=70%,kvB<=8k,kp<=2k,0.9467,1
32,n<=2,sr<=70%,kvB<=8k,kp<=4k,0.3104,1
32,n<=2,sr<=70%,kvB<=8k,kp<=512,0.9891,1
32,n<=2,sr<=70%,kvB<=8k,kp=0,0.9956,1
32,n<=32,sr<=15%,kvB<=1k,kp<=1k,0.0513,6
32,n<=32,sr<=15%,kvB<=1k,kp<=2k,0.0609,6
