run_id,status,batch_size,sample_ids,input_lens,output_lens,max_input_len,max_output_len,max_n_generated,batch_ttft_ms,batch_e2e_ms,error
19,OK,16,"[3160, 2585, 5338, 534, 8478, 9857, 3765, 1928, 4750, 7259, 4693, 2056, 4100, 2619, 4179, 1735]","[21, 15, 98, 81, 81, 518, 26, 23, 5, 12, 363, 156, 3, 19, 8, 23]","[452, 85, 45, 605, 385, 126, 411, 608, 229, 9, 705, 391, 36, 74, 165, 481]",518,705,705,,7849.74,
20,OK,16,"[843, 3727, 7812, 5342, 9198, 4252, 155, 8208, 8798, 2125, 1105, 7778, 6607, 1818, 6998, 2016]","[6, 13, 3, 863, 170, 52, 8, 6, 2, 35, 15, 13, 156, 183, 442, 24]","[32, 99, 222, 146, 138, 546, 333, 381, 426, 609, 338, 512, 261, 641, 363, 73]",863,641,641,,7218.269,
21,OK,16,"[7638, 3488, 5605, 3789, 5213, 7415, 8455, 8178, 9462, 56, 6769, 5887, 7701, 9266, 5266, 7657]","[73, 31, 1, 19, 111, 57, 22, 9, 1011, 268, 25, 11, 1165, 12, 20, 8]","[249, 269, 769, 280, 299, 436, 243, 169, 175, 593, 373, 238, 13, 189, 770, 283]",1165,770,770,,8652.425,
22,OK,16,"[9957, 2053, 8432, 1779, 8143, 6213, 6463, 4668, 7260, 6945, 2092, 8155, 888, 3023, 7444, 7477]","[25, 3, 1032, 7, 12, 4, 39, 2, 15, 69, 89, 32, 44, 1385, 22, 660]","[280, 86, 49, 254, 75, 236, 526, 189, 145, 506, 685, 554, 251, 67, 130, 26]",1385,685,685,,7641.226,
23,OK,16,"[708, 5169, 1843, 3865, 8949, 3048, 4119, 8716, 6180, 2381, 9763, 4875, 6317, 6901, 1007, 5257]","[9, 938, 29, 46, 10, 48, 4, 76, 14, 20, 764, 6, 8, 108, 326, 7]","[721, 219, 277, 345, 288, 769, 103, 525, 778, 51, 31, 191, 333, 315, 484, 229]",938,778,778,,8760.721,
24,OK,16,"[1765, 5026, 1858, 183, 3470, 7248, 5339, 9658, 9771, 3410, 4223, 67, 9787, 6992, 8865, 2487]","[63, 65, 42, 55, 1, 127, 33, 18, 101, 15, 3, 1, 10, 35, 29, 1]","[271, 1482, 52, 2, 9, 334, 246, 295, 151, 288, 88, 337, 74, 543, 368, 770]",127,1482,1482,,15961.312,
25,OK,16,"[4098, 7301, 8811, 3546, 5413, 2356, 9332, 7342, 5216, 695, 2061, 8821, 984, 8238, 9213, 1705]","[32, 63, 2, 16, 19, 9, 112, 21, 71, 4, 77, 652, 25, 31, 90, 143]","[226, 601, 598, 337, 275, 330, 234, 209, 107, 604, 518, 284, 162, 90, 389, 334]",652,604,604,,6796.945,
26,OK,16,"[7145, 8468, 252, 1933, 893, 4516, 9535, 5690, 7764, 717, 8961, 9147, 9662, 2075, 9236, 8804]","[13, 1, 125, 9, 636, 60, 1992, 14, 10, 15, 119, 4, 13, 1, 118, 10]","[249, 9, 718, 292, 504, 544, 224, 353, 76, 35, 132, 13, 556, 9, 293, 382]",1992,718,718,,8135.273,
27,OK,16,"[6766, 2492, 109, 7453, 4371, 5673, 645, 2242, 6848, 3280, 254, 4250, 3772, 8761, 796, 1389]","[4, 11, 8, 11, 41, 30, 28, 2805, 61, 159, 20, 1215, 49, 12, 120, 24]","[224, 521, 167, 176, 200, 484, 344, 3, 424, 581, 352, 144, 246, 164, 57, 701]",2805,701,701,,7934.716,
28,OK,16,"[8815, 7557, 2827, 3898, 4548, 8245, 4722, 2675, 8743, 468, 8322, 6952, 3366, 3346, 4825, 6359]","[34, 38, 35, 11, 83, 668, 7, 118, 1425, 89, 2496, 24, 30, 10, 14, 10]","[659, 110, 201, 323, 733, 195, 156, 306, 334, 460, 773, 500, 39, 168, 432, 238]",2496,773,773,,9119.763,
29,OK,16,"[1788, 9025, 9495, 1559, 126, 7383, 8472, 1659, 1313, 6876, 1090, 968, 6938, 334, 7256, 8586]","[7, 1282, 124, 14, 83, 16, 5, 498, 4, 11, 24, 16, 1094, 495, 18, 30]","[105, 294, 277, 208, 198, 770, 166, 48, 350, 180, 349, 172, 498, 306, 297, 190]",1282,770,770,,8605.696,
30,OK,16,"[2444, 2498, 5270, 4082, 2149, 3438, 7867, 8388, 7816, 5494, 8835, 9186, 7874, 7275, 8113, 7681]","[26, 196, 30, 66, 2, 60, 15, 92, 12, 1714, 3, 901, 12, 77, 24, 31]","[535, 84, 41, 254, 13, 494, 8, 424, 216, 151, 271, 173, 21, 327, 198, 321]",1714,535,535,,6016.225,
31,OK,16,"[2408, 3089, 2780, 3492, 8480, 193, 6330, 397, 1060, 3656, 6918, 4734, 2649, 7029, 7754, 6350]","[107, 28, 214, 58, 8, 48, 4, 1819, 91, 23, 25, 25, 5, 17, 20, 10]","[329, 117, 650, 382, 500, 572, 481, 494, 375, 212, 582, 306, 2, 302, 92, 356]",1819,650,650,,7465.359,
32,OK,16,"[2543, 8230, 490, 6728, 2777, 7433, 9068, 990, 5359, 1757, 4056, 3338, 1081, 7875, 1181, 3588]","[242, 2204, 80, 123, 362, 11, 20, 13, 83, 69, 74, 18, 111, 20, 7, 154]","[769, 22, 260, 103, 67, 477, 226, 286, 678, 768, 370, 368, 670, 303, 88, 365]",2204,769,769,,8654.687,
33,OK,16,"[3424, 3282, 7010, 1831, 6643, 517, 1253, 9818, 4529, 738, 9805, 6716, 6761, 2366, 2309, 2423]","[3, 53, 1, 9, 3498, 1963, 12, 12, 24, 40, 13, 33, 177, 20, 13, 12]","[16, 360, 499, 43, 598, 143, 26, 338, 317, 558, 205, 469, 293, 436, 653, 94]",3498,653,653,,7827.167,
34,OK,16,"[2475, 2180, 8060, 2936, 7198, 8079, 9044, 1611, 296, 2169, 4419, 6585, 231, 7614, 1940, 3893]","[3, 19, 157, 6, 8, 5825, 20, 61, 13, 159, 14, 14, 1609, 6, 7, 39]","[113, 300, 269, 290, 472, 341, 769, 215, 497, 98, 560, 207, 122, 91, 55, 558]",5825,769,769,,9154.759,
35,OK,16,"[1329, 7760, 280, 5612, 5792, 7032, 4350, 4022, 3237, 4920, 2560, 2869, 5335, 4550, 8267, 8426]","[19, 28, 4, 78, 825, 76, 49, 90, 105, 26, 15, 1, 42, 15, 2975, 26]","[394, 510, 104, 313, 135, 95, 183, 56, 547, 408, 164, 768, 41, 209, 164, 770]",2975,770,770,,8709.417,
36,OK,16,"[7292, 2587, 970, 2346, 3735, 5999, 5450, 7018, 3794, 4451, 7725, 3740, 4567, 6448, 2565, 6539]","[64, 1115, 82, 2673, 3, 23, 287, 10, 45, 21, 243, 28, 86, 13, 17, 771]","[55, 205, 746, 214, 213, 22, 299, 53, 767, 341, 467, 31, 446, 34, 530, 1]",2673,767,767,,8757.484,
37,OK,16,"[3443, 4436, 9053, 4756, 6427, 1426, 8745, 6306, 1306, 8000, 8859, 7728, 8976, 2413, 5929, 3654]","[6, 27, 11, 2763, 71, 5, 219, 10, 79, 10, 20, 12, 35, 6, 61, 205]","[37, 208, 182, 269, 434, 101, 410, 767, 309, 105, 253, 257, 252, 162, 87, 292]",2763,767,767,,8572.529,
38,OK,16,"[5798, 5238, 5712, 2947, 4492, 1519, 8786, 4201, 4488, 6087, 8860, 2455, 5934, 9283, 9556, 5903]","[3, 198, 31, 684, 13, 16, 10, 10, 15, 25, 6, 25, 28, 1099, 14, 120]","[39, 300, 74, 252, 192, 266, 303, 258, 178, 233, 161, 80, 47, 260, 188, 602]",1099,602,602,,6622.694,
39,OK,16,"[1937, 4855, 7937, 3256, 8197, 1104, 7548, 2009, 2243, 7709, 7842, 69, 9249, 2401, 1653, 9468]","[11, 39, 13, 33, 25, 53, 7, 21, 15, 15, 30, 10, 1, 2, 15, 28]","[396, 120, 414, 59, 227, 362, 55, 53, 193, 673, 207, 395, 423, 33, 101, 574]",53,673,673,,7319.066,
40,OK,16,"[3132, 4678, 9518, 5512, 5470, 4817, 9083, 2878, 7740, 7992, 6112, 8620, 5547, 5347, 451, 6724]","[139, 27, 24, 14, 15, 23, 11, 36, 15, 5, 31, 164, 162, 13, 17, 24]","[433, 324, 601, 458, 749, 769, 212, 85, 262, 416, 637, 169, 266, 3, 43, 510]",164,769,769,,8507.433,
41,OK,16,"[1739, 8340, 3211, 9736, 250, 3288, 8415, 9416, 5275, 8046, 7157, 2418, 4411, 5251, 1832, 8189]","[232, 12, 70, 18, 91, 16, 10, 220, 25, 9, 13, 33, 9, 3, 15, 6]","[161, 365, 267, 165, 196, 170, 239, 448, 492, 407, 90, 631, 196, 366, 156, 126]",232,631,631,,6905.665,
42,OK,16,"[6283, 6414, 9674, 6814, 5554, 6939, 5674, 6974, 14, 4088, 2755, 364, 3045, 5821, 7015, 2957]","[2, 246, 14, 6, 46, 329, 6, 261, 248, 13, 9, 6, 25, 75, 42, 21]","[9, 35, 115, 139, 579, 140, 411, 378, 120, 764, 289, 558, 306, 52, 295, 717]",329,764,764,,8432.76,
43,OK,16,"[7888, 2750, 9375, 1334, 3688, 1067, 2797, 8145, 4046, 9119, 1887, 8914, 6462, 9539, 2485, 1872]","[279, 1906, 69, 16, 5, 20, 13, 1386, 3, 13, 97, 16, 9, 270, 39, 7]","[1, 629, 40, 285, 118, 167, 274, 102, 13, 464, 708, 95, 36, 201, 237, 387]",1906,708,708,,8065.823,
44,OK,16,"[9071, 1536, 5164, 8696, 7509, 8676, 7814, 5336, 9820, 234, 3783, 1488, 7296, 2013, 680, 798]","[7, 19, 10, 48, 16, 4, 96, 78, 27, 7, 33, 17, 7, 12, 4, 1402]","[238, 12, 336, 496, 513, 712, 437, 359, 238, 767, 1, 61, 145, 198, 221, 766]",1402,767,767,,8701.563,
45,OK,16,"[866, 2142, 4703, 3812, 3649, 4007, 7970, 1399, 1855, 4564, 6460, 1296, 9006, 1249, 4631, 4719]","[122, 9, 14, 25, 18, 14, 198, 11, 13, 145, 12, 41, 49, 10, 59, 1218]","[274, 570, 283, 36, 468, 769, 173, 28, 166, 230, 353, 428, 382, 231, 267, 312]",1218,769,769,,8545.427,
46,OK,16,"[3604, 5739, 6969, 4950, 7622, 4164, 8633, 5657, 1373, 3031, 5469, 5159, 5506, 5426, 9976, 2308]","[17, 381, 2, 139, 100, 293, 113, 121, 9, 9, 10, 177, 16, 3, 24, 84]","[175, 748, 235, 713, 42, 132, 121, 183, 399, 306, 143, 301, 197, 38, 254, 633]",381,748,748,,8310.389,
47,OK,16,"[9526, 3595, 8080, 7203, 2330, 8919, 255, 2814, 2822, 4013, 6730, 6745, 5683, 8863, 483, 4416]","[90, 75, 40, 38, 2, 32, 20, 84, 48, 13, 79, 9, 12, 195, 30, 692]","[767, 51, 287, 164, 9, 250, 433, 533, 322, 197, 1, 236, 355, 184, 228, 475]",692,767,767,,8442.031,
48,OK,16,"[469, 3660, 7609, 9142, 4306, 7070, 4824, 3910, 9511, 9908, 6832, 1565, 1906, 1985, 9368, 6091]","[26, 596, 131, 134, 16, 23, 98, 26, 10, 7, 219, 981, 27, 9, 31, 691]","[769, 765, 296, 172, 101, 652, 363, 617, 82, 328, 732, 434, 768, 314, 767, 98]",981,769,769,,8924.157,
49,OK,16,"[8635, 6790, 2894, 9284, 6369, 3509, 1481, 7811, 825, 348, 5016, 1528, 5878, 1309, 3044, 1917]","[36, 6, 44, 194, 6, 6, 16, 28, 65, 38, 17, 2, 488, 6, 10, 2]","[246, 137, 588, 249, 29, 44, 104, 222, 10, 31, 777, 369, 311, 576, 621, 417]",488,777,777,,8556.899,
