hardware,model,layer_name,input,kv_cache,latency(ns)
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,gate_proj,2880,0,40675
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,up_proj,2880,0,40170
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,act_fn,2880,0,52594
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,down_proj,2880,0,40816
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,embedding,2880,0,41281
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,final_layernorm,2880,0,62820
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,lm_head,2880,0,46761
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,input_layernorm,2848,0,69970
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,q_proj,2848,0,41424
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,k_proj,2848,0,41155
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,v_proj,2848,0,40527
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,attn,2848,0,292359
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,o_proj,2848,0,50981
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,post_layernorm,2848,0,66563
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,gate_proj,2848,0,40984
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,up_proj,2848,0,38635
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,act_fn,2848,0,52037
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,down_proj,2848,0,41117
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,embedding,2848,0,41612
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,final_layernorm,2848,0,63142
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,lm_head,2848,0,47509
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,input_layernorm,2816,0,69731
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,q_proj,2816,0,42102
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,k_proj,2816,0,40991
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,v_proj,2816,0,39522
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,attn,2816,0,290268
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,o_proj,2816,0,50748
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,post_layernorm,2816,0,66340
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,gate_proj,2816,0,40258
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,up_proj,2816,0,39397
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,act_fn,2816,0,52589
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,down_proj,2816,0,40545
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,embedding,2816,0,40968
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,final_layernorm,2816,0,63105
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,lm_head,2816,0,46745
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,input_layernorm,2784,0,69634
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,q_proj,2784,0,41474
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,k_proj,2784,0,41330
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,v_proj,2784,0,39788
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,attn,2784,0,291953
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,o_proj,2784,0,51221
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,post_layernorm,2784,0,66424
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,gate_proj,2784,0,40948
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,up_proj,2784,0,39346
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,act_fn,2784,0,52204
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,down_proj,2784,0,40612
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,embedding,2784,0,40555
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,final_layernorm,2784,0,63254
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,lm_head,2784,0,46546
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,input_layernorm,2752,0,70234
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,q_proj,2752,0,42429
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,k_proj,2752,0,41827
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,v_proj,2752,0,39636
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,attn,2752,0,290210
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,o_proj,2752,0,50726
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,post_layernorm,2752,0,66661
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,gate_proj,2752,0,40627
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,up_proj,2752,0,39492
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,act_fn,2752,0,52078
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,down_proj,2752,0,41228
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,embedding,2752,0,41088
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,final_layernorm,2752,0,63349
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,lm_head,2752,0,46936
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,input_layernorm,2720,0,70349
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,q_proj,2720,0,41971
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,k_proj,2720,0,41463
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,v_proj,2720,0,39853
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,attn,2720,0,291260
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,o_proj,2720,0,50880
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,post_layernorm,2720,0,68067
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,gate_proj,2720,0,41095
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,up_proj,2720,0,39656
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,act_fn,2720,0,52530
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,down_proj,2720,0,41066
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,embedding,2720,0,41016
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,final_layernorm,2720,0,63043
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,lm_head,2720,0,46830
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,input_layernorm,2688,0,69737
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,q_proj,2688,0,42344
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,k_proj,2688,0,41125
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,v_proj,2688,0,40391
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,attn,2688,0,289932
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,o_proj,2688,0,51425
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,post_layernorm,2688,0,66898
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,gate_proj,2688,0,40614
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,up_proj,2688,0,39545
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,act_fn,2688,0,52489
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,down_proj,2688,0,40944
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,embedding,2688,0,41352
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,final_layernorm,2688,0,63130
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,lm_head,2688,0,47490
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,input_layernorm,2656,0,69875
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,q_proj,2656,0,41821
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,k_proj,2656,0,41170
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,v_proj,2656,0,39771
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,attn,2656,0,293316
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,o_proj,2656,0,50946
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,post_layernorm,2656,0,67016
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,gate_proj,2656,0,40509
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,up_proj,2656,0,39570
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,act_fn,2656,0,52338
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,down_proj,2656,0,40772
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,embedding,2656,0,41023
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,final_layernorm,2656,0,63000
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,lm_head,2656,0,46975
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,input_layernorm,2624,0,70672
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,q_proj,2624,0,41863
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,k_proj,2624,0,41854
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,v_proj,2624,0,39757
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,attn,2624,0,293573
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,o_proj,2624,0,50976
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,post_layernorm,2624,0,67250
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,gate_proj,2624,0,40877
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,up_proj,2624,0,39589
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,act_fn,2624,0,52599
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,down_proj,2624,0,41088
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,embedding,2624,0,41344
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,final_layernorm,2624,0,63858
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,lm_head,2624,0,47535
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,input_layernorm,2592,0,70810
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,q_proj,2592,0,42736
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,k_proj,2592,0,40364
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,v_proj,2592,0,40507
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,attn,2592,0,290529
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,o_proj,2592,0,51644
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,post_layernorm,2592,0,66066
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,gate_proj,2592,0,39922
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,up_proj,2592,0,40359
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,act_fn,2592,0,52693
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,down_proj,2592,0,39894
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,embedding,2592,0,40319
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,final_layernorm,2592,0,63655
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,lm_head,2592,0,48230
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,input_layernorm,2560,0,69579
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,q_proj,2560,0,41378
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,k_proj,2560,0,41458
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,v_proj,2560,0,39233
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,attn,2560,0,289501
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,o_proj,2560,0,50304
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,post_layernorm,2560,0,67139
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,gate_proj,2560,0,41198
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,up_proj,2560,0,39100
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,act_fn,2560,0,51842
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,down_proj,2560,0,41187
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,embedding,2560,0,40669
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,final_layernorm,2560,0,63047
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,lm_head,2560,0,46334
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,input_layernorm,2528,0,69224
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,q_proj,2528,0,41796
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,k_proj,2528,0,41440
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,v_proj,2528,0,39718
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,attn,2528,0,292228
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,o_proj,2528,0,50456
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,post_layernorm,2528,0,66904
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,gate_proj,2528,0,40923
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,up_proj,2528,0,39285
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,act_fn,2528,0,52013
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,down_proj,2528,0,41285
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,embedding,2528,0,41245
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,final_layernorm,2528,0,62806
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,lm_head,2528,0,46901
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,input_layernorm,2496,0,69752
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,q_proj,2496,0,41963
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,k_proj,2496,0,41022
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,v_proj,2496,0,40256
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,attn,2496,0,293255
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,o_proj,2496,0,51245
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,post_layernorm,2496,0,67038
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,gate_proj,2496,0,40280
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,up_proj,2496,0,39491
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,act_fn,2496,0,51864
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,down_proj,2496,0,40366
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,embedding,2496,0,41084
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,final_layernorm,2496,0,62648
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,lm_head,2496,0,47144
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,input_layernorm,2464,0,69045
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,q_proj,2464,0,41257
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,k_proj,2464,0,41347
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,v_proj,2464,0,39570
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,attn,2464,0,292742
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,o_proj,2464,0,50420
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,post_layernorm,2464,0,66632
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,gate_proj,2464,0,40942
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,up_proj,2464,0,39428
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,act_fn,2464,0,52160
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,down_proj,2464,0,41217
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,embedding,2464,0,41195
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,final_layernorm,2464,0,62769
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,lm_head,2464,0,46710
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,input_layernorm,2432,0,69873
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,q_proj,2432,0,41938
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,k_proj,2432,0,41412
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,v_proj,2432,0,40080
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,attn,2432,0,291721
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,o_proj,2432,0,50991
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,post_layernorm,2432,0,66569
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,gate_proj,2432,0,40696
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,up_proj,2432,0,39491
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,act_fn,2432,0,52709
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,down_proj,2432,0,40648
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,embedding,2432,0,40994
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,final_layernorm,2432,0,63209
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,lm_head,2432,0,47218
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,input_layernorm,2400,0,69591
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,q_proj,2400,0,41815
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,k_proj,2400,0,40794
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,v_proj,2400,0,39836
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,attn,2400,0,291962
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,o_proj,2400,0,50838
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,post_layernorm,2400,0,66740
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,gate_proj,2400,0,40328
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,up_proj,2400,0,39187
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,act_fn,2400,0,52356
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,down_proj,2400,0,40627
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,embedding,2400,0,41525
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,final_layernorm,2400,0,62858
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,lm_head,2400,0,46840
