hardware,model,layer_name,input,kv_cache,latency(ns),scaled_latency(ns)
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,v_proj,2944,0,39766,39884
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,attn,2944,0,295785,296666
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,o_proj,2944,0,51505,51658
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,post_layernorm,2944,0,66933,67132
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,gate_proj,2944,0,40920,41041
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,up_proj,2944,0,39813,39931
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,act_fn,2944,0,52431,52587
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,down_proj,2944,0,41145,41267
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,embedding,2944,0,40948,41070
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,final_layernorm,2944,0,63399,63588
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,lm_head,2944,0,47369,47510
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,input_layernorm,2912,0,70044,70252
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,q_proj,2912,0,41837,41961
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,k_proj,2912,0,41480,41603
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,v_proj,2912,0,41009,41131
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,attn,2912,0,293387,294261
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,o_proj,2912,0,50803,50954
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,post_layernorm,2912,0,66877,67076
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,gate_proj,2912,0,40226,40345
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,up_proj,2912,0,39523,39640
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,act_fn,2912,0,52968,53125
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,down_proj,2912,0,41208,41330
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,embedding,2912,0,41383,41506
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,final_layernorm,2912,0,63214,63402
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,lm_head,2912,0,46926,47065
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,input_layernorm,2880,0,70452,70662
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,q_proj,2880,0,42119,42244
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,k_proj,2880,0,41464,41587
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,v_proj,2880,0,39605,39723
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,attn,2880,0,292596,293468
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,o_proj,2880,0,50998,51150
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,post_layernorm,2880,0,66742,66940
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,gate_proj,2880,0,40675,40796
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,up_proj,2880,0,40170,40289
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,act_fn,2880,0,52594,52750
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,down_proj,2880,0,40816,40937
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,embedding,2880,0,41281,41404
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,final_layernorm,2880,0,62820,63007
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,lm_head,2880,0,46761,46900
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,input_layernorm,2848,0,69970,70178
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,q_proj,2848,0,41424,41547
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,k_proj,2848,0,41155,41277
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,v_proj,2848,0,40527,40647
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,attn,2848,0,292359,293230
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,o_proj,2848,0,50981,51132
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,post_layernorm,2848,0,66563,66761
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,gate_proj,2848,0,40984,41106
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,up_proj,2848,0,38635,38750
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,act_fn,2848,0,52037,52192
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,down_proj,2848,0,41117,41239
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,embedding,2848,0,41612,41736
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,final_layernorm,2848,0,63142,63330
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,lm_head,2848,0,47509,47650
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,input_layernorm,2816,0,69731,69938
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,q_proj,2816,0,42102,42227
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,k_proj,2816,0,40991,41113
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,v_proj,2816,0,39522,39639
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,attn,2816,0,290268,291133
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,o_proj,2816,0,50748,50899
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,post_layernorm,2816,0,66340,66537
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,gate_proj,2816,0,40258,40378
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,up_proj,2816,0,39397,39514
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,act_fn,2816,0,52589,52745
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,down_proj,2816,0,40545,40665
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,embedding,2816,0,40968,41090
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,final_layernorm,2816,0,63105,63293
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,lm_head,2816,0,46745,46884
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,input_layernorm,2784,0,69634,69841
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,q_proj,2784,0,41474,41597
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,k_proj,2784,0,41330,41453
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,v_proj,2784,0,39788,39906
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,attn,2784,0,291953,292823
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,o_proj,2784,0,51221,51373
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,post_layernorm,2784,0,66424,66622
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,gate_proj,2784,0,40948,41070
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,up_proj,2784,0,39346,39463
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,act_fn,2784,0,52204,52359
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,down_proj,2784,0,40612,40733
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,embedding,2784,0,40555,40675
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,final_layernorm,2784,0,63254,63442
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,lm_head,2784,0,46546,46684
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,input_layernorm,2752,0,70234,70443
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,q_proj,2752,0,42429,42555
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,k_proj,2752,0,41827,41951
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,v_proj,2752,0,39636,39754
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,attn,2752,0,290210,291075
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,o_proj,2752,0,50726,50877
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,post_layernorm,2752,0,66661,66859
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,gate_proj,2752,0,40627,40748
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,up_proj,2752,0,39492,39609
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,act_fn,2752,0,52078,52233
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,down_proj,2752,0,41228,41350
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,embedding,2752,0,41088,41210
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,final_layernorm,2752,0,63349,63537
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,lm_head,2752,0,46936,47075
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,input_layernorm,2720,0,70349,70558
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,q_proj,2720,0,41971,42096
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,k_proj,2720,0,41463,41586
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,v_proj,2720,0,39853,39971
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,attn,2720,0,291260,292128
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,o_proj,2720,0,50880,51031
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,post_layernorm,2720,0,68067,68269
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,gate_proj,2720,0,41095,41217
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,up_proj,2720,0,39656,39774
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,act_fn,2720,0,52530,52686
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,down_proj,2720,0,41066,41188
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,embedding,2720,0,41016,41138
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,final_layernorm,2720,0,63043,63230
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,lm_head,2720,0,46830,46969
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,input_layernorm,2688,0,69737,69944
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,q_proj,2688,0,42344,42470
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,k_proj,2688,0,41125,41247
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,v_proj,2688,0,40391,40511
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,attn,2688,0,289932,290796
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,o_proj,2688,0,51425,51578
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,post_layernorm,2688,0,66898,67097
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,gate_proj,2688,0,40614,40735
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,up_proj,2688,0,39545,39662
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,act_fn,2688,0,52489,52645
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,down_proj,2688,0,40944,41066
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,embedding,2688,0,41352,41475
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,final_layernorm,2688,0,63130,63318
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,lm_head,2688,0,47490,47631
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,input_layernorm,2656,0,69875,70083
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,q_proj,2656,0,41821,41945
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,k_proj,2656,0,41170,41292
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,v_proj,2656,0,39771,39889
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,attn,2656,0,293316,294190
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,o_proj,2656,0,50946,51097
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,post_layernorm,2656,0,67016,67215
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,gate_proj,2656,0,40509,40629
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,up_proj,2656,0,39570,39687
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,act_fn,2656,0,52338,52494
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,down_proj,2656,0,40772,40893
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,embedding,2656,0,41023,41145
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,final_layernorm,2656,0,63000,63187
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,lm_head,2656,0,46975,47115
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,input_layernorm,2624,0,70672,70882
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,q_proj,2624,0,41863,41987
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,k_proj,2624,0,41854,41978
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,v_proj,2624,0,39757,39875
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,attn,2624,0,293573,294448
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,o_proj,2624,0,50976,51127
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,post_layernorm,2624,0,67250,67450
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,gate_proj,2624,0,40877,40998
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,up_proj,2624,0,39589,39707
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,act_fn,2624,0,52599,52755
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,down_proj,2624,0,41088,41210
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,embedding,2624,0,41344,41467
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,final_layernorm,2624,0,63858,64048
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,lm_head,2624,0,47535,47676
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,input_layernorm,2592,0,70810,71021
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,q_proj,2592,0,42736,42863
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,k_proj,2592,0,40364,40484
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,v_proj,2592,0,40507,40627
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,attn,2592,0,290529,291395
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,o_proj,2592,0,51644,51797
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,post_layernorm,2592,0,66066,66262
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,gate_proj,2592,0,39922,40041
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,up_proj,2592,0,40359,40479
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,act_fn,2592,0,52693,52850
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,down_proj,2592,0,39894,40012
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,embedding,2592,0,40319,40439
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,final_layernorm,2592,0,63655,63844
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,lm_head,2592,0,48230,48373
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,input_layernorm,2560,0,69579,69786
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,q_proj,2560,0,41378,41501
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,k_proj,2560,0,41458,41581
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,v_proj,2560,0,39233,39349
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,attn,2560,0,289501,290364
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,o_proj,2560,0,50304,50453
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,post_layernorm,2560,0,67139,67339
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,gate_proj,2560,0,41198,41320
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,up_proj,2560,0,39100,39216
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,act_fn,2560,0,51842,51996
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,down_proj,2560,0,41187,41309
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,embedding,2560,0,40669,40790
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,final_layernorm,2560,0,63047,63234
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,lm_head,2560,0,46334,46472
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,input_layernorm,2528,0,69224,69430
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,q_proj,2528,0,41796,41920
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,k_proj,2528,0,41440,41563
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,v_proj,2528,0,39718,39836
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,attn,2528,0,292228,293099
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,o_proj,2528,0,50456,50606
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,post_layernorm,2528,0,66904,67103
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,gate_proj,2528,0,40923,41045
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,up_proj,2528,0,39285,39402
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,act_fn,2528,0,52013,52168
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,down_proj,2528,0,41285,41408
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,embedding,2528,0,41245,41367
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,final_layernorm,2528,0,62806,62993
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,lm_head,2528,0,46901,47040
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,input_layernorm,2496,0,69752,69959
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,q_proj,2496,0,41963,42088
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,k_proj,2496,0,41022,41144
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,v_proj,2496,0,40256,40376
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,attn,2496,0,293255,294129
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,o_proj,2496,0,51245,51397
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,post_layernorm,2496,0,67038,67237
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,gate_proj,2496,0,40280,40400
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,up_proj,2496,0,39491,39608
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,act_fn,2496,0,51864,52018
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,down_proj,2496,0,40366,40486
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,embedding,2496,0,41084,41206
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,final_layernorm,2496,0,62648,62834
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,lm_head,2496,0,47144,47284
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,input_layernorm,2464,0,69045,69250
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,q_proj,2464,0,41257,41379
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,k_proj,2464,0,41347,41470
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,v_proj,2464,0,39570,39687
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,attn,2464,0,292742,293614
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,o_proj,2464,0,50420,50570
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,post_layernorm,2464,0,66632,66830
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,gate_proj,2464,0,40942,41064
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,up_proj,2464,0,39428,39545
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,act_fn,2464,0,52160,52315
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,down_proj,2464,0,41217,41339
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,embedding,2464,0,41195,41317
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,final_layernorm,2464,0,62769,62956
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,lm_head,2464,0,46710,46849
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,input_layernorm,2432,0,69873,70081
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,q_proj,2432,0,41938,42063
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,k_proj,2432,0,41412,41535
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,v_proj,2432,0,40080,40199
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,attn,2432,0,291721,292590
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,o_proj,2432,0,50991,51143
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,post_layernorm,2432,0,66569,66767
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,gate_proj,2432,0,40696,40817
